,,A Season,,,,,,,B Season,,,,,,,2004
Vessel Name,Coop,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credit Factor,Credits,z-score,q-value,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credit Factor,Credits,z-score,q-value,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credits
ARCTURUS,Akutan pollock,4581.57,175,0,0.0408157,0.958824,408,-0.0440138,0.990219,4573.78,146,0,0.0343261,1.01585,185,0.128574,1.02857,9155.36,321,0,0.0350614,593
RAVEN,Akutan pollock,2914,43,0,0.0195607,0.994475,269,0.438141,1.09736,125.804,1,0,0.0158978,1.05159,5,0.489846,1.10885,3039.81,44,0,0.0144746,274
ROYAL AMERICAN,Akutan pollock,2598.18,72,0,0.0311757,1.06365,257,0.174662,1.03881,3483.69,0,0,0,1.04794,146,0.80151,1.17811,6081.87,72,0,0.0118385,403
COMMODORE,Northern Victor,1005.04,45,0,0.0497493,0.915696,85,-0.246668,0.945185,4506.86,538,370.98,0.0604466,0.952844,171,-0.383499,0.914778,5511.9,583,370.98,0.105771,256
PROGRESS,Unalaska,2760.26,38,0,0.0163028,1.00516,258,0.512043,1.11379,3682.01,116,0,0.0336773,0.966304,142,0.141292,1.0314,6442.26,154,0,0.0239046,400
GREAT PACIFIC,Unalaska,3387.38,50,0,0.0171224,0.938495,295,0.493452,1.10966,3465.4,105,0,0.0323195,0.777778,107,0.16791,1.03731,6852.77,155,0,0.0226186,402
PEGASUS,Akutan pollock,2830.24,66,0,0.0282662,1.04858,276,0.240663,1.05348,1114.68,13,0,0.0179424,1.05436,47,0.449763,1.09995,3944.92,79,0,0.0200258,323
ALDEBARAN,Akutan pollock,4425.68,115,0,0.0275664,0.97284,400,0.256537,1.05701,4547.25,169,0,0.040684,1.0025,182,0.00393209,1.00087,8972.92,284,0,0.0316508,582
OCEAN EXPLORER,Akutan pollock,3211.78,81,0,0.0267765,1.03892,310,0.274456,1.06099,5513.34,495,0,0.0912332,1.04837,231,-0.987047,0.780656,8725.12,576,0,0.0660163,541
CAITLIN ANN,Westward,3889.1,92,0,0.0249415,0.985014,356,0.316081,1.07024,6046.46,29,0,0.00578851,1.04963,253,0.68803,1.1529,9935.56,121,0,0.0121785,609
AURORA,Unisea,9387.29,292,0,0.0323842,1.0066,879,0.147248,1.03272,13146.6,535,0,0.0416837,1.00497,528,-0.0156678,0.996518,22533.9,827,0,0.0367003,1407
STARFISH,Unisea,4136.44,153,0,0.0394059,1.02836,395,-0.0120339,0.997326,6744.8,763,0,0.11431,0.930487,251,-1.43946,0.656701,10881.2,916,0,0.0841816,646
NORDIC STAR,Unisea,2668.63,119,0,0.0464657,1.0527,261,-0.172182,0.961737,4447.61,163,0,0.0384476,0.993792,176,0.0477748,1.01062,7116.25,282,0,0.0396276,437
NORDIC FURY,Northern Victor,277.832,5,0,0.0179965,0.777778,20,0.473624,1.10525,390.051,5,0,0.0128188,1.04863,16,0.550206,1.12227,667.883,10,0,0.0149727,36
POSEIDON,Northern Victor,1997.05,55,0,0.0315466,0.995118,184,0.166249,1.03694,6356.51,696,400.394,0.0933494,0.956855,243,-1.02853,0.771286,8353.56,751,400.394,0.0899018,427
SEA WOLF,Unalaska,4149.7,80,0,0.0212063,1.00409,387,0.40081,1.08907,5343.94,572,134.098,0.104034,0.777778,166,-1.23799,0.718944,9493.64,652,134.098,0.0686776,553
DESTINATION,Unalaska,6340.5,201,0,0.0331204,0.994799,587,0.130548,1.02901,7271.03,781,141.723,0.103797,0.92708,269,-1.23335,0.720221,13611.5,982,141.723,0.0721447,856
NORTHWEST EXPLORER,Akutan pollock,6375.02,120,0,0.0202352,1.03235,612,0.42284,1.09396,4488.88,321,0,0.0728466,1.01148,181,-0.626592,0.860757,10863.9,441,0,0.0405932,793
PACIFIC EXPLORER,Akutan pollock,3265.67,61,0,0.0192916,1.0857,330,0.444246,1.09872,5374.95,121,0,0.0241863,1.04932,225,0.327356,1.07275,8640.62,182,0,0.0210633,555
PACIFIC PRINCE,Westward,7936.7,370,0,0.0477528,1.00224,740,-0.201379,0.955249,10874.3,32,0,0.0038623,1.04622,455,0.725792,1.16129,18811.1,402,0,0.0213704,1195
CHELSEA K,Westward,14196.6,696,0,0.0495894,1.0506,1388,-0.24304,0.945991,19170.3,1493,0,0.07882,0.928374,711,-0.743696,0.834734,33366.8,2189,0,0.0656041,2099
AURIGA,Unisea,9127.99,413,0,0.0466697,1.02571,871,-0.176808,0.960709,12930.4,334,0,0.0264492,0.881151,455,0.282993,1.06289,22058.4,747,0,0.0338646,1326
SEADAWN,Unisea,3643.62,116,0,0.0326598,1.05824,358,0.140996,1.03133,7395.35,113,0,0.0169025,1.04086,307,0.470149,1.10448,11039,229,0,0.0207447,665
ARGOSY,Unisea,4549.2,171,0,0.038908,1.00212,424,-0.000738837,0.999836,6946.4,65,0,0.0112288,1.03717,288,0.581377,1.12919,11495.6,236,0,0.0205296,712
GUN-MAR,Unisea,6903.99,252,0,0.0372248,1.03965,668,0.0374414,1.00832,9537.19,56,0,0.00692028,1.04565,398,0.665843,1.14797,16441.2,308,0,0.0187335,1066
SUNSET BAY,Northern Victor,2069.36,36,0,0.0198129,0.986967,190,0.43242,1.09609,930.733,293,171.819,0.284617,1,37,-4.77819,0.333333,3000.09,329,171.819,0.109663,227
ROYAL ATLANTIC,Northern Victor,2775.43,64,0,0.0259419,1.02513,264,0.293387,1.0652,5675.32,49,0,0.0105721,1.04351,236,0.594252,1.13206,8450.75,113,0,0.0133716,500
BERING ROSE,Unalaska,4728.77,133,0,0.029606,1.05954,466,0.21027,1.04673,8005.99,1138,384.739,0.107463,0.777778,249,-1.30521,0.699745,12734.8,1271,384.739,0.0998056,715
MORNING STAR,Unalaska,4656.03,151,0,0.033505,0.936377,405,0.121825,1.02707,5216.54,1000,742.106,0.0923021,0.777778,162,-1.008,0.775922,9872.57,1151,742.106,0.116586,567
GLADIATOR,Akutan pollock,5708.47,142,0,0.0269775,1.04064,552,0.269897,1.05998,3727.68,170,0,0.0469461,1.00503,149,-0.118832,0.973593,9436.15,312,0,0.0330643,701
NORTHERN PATRIOT,Akutan pollock,7108.03,225,0,0.033624,0.91317,604,0.119125,1.02647,9716.86,49,0,0.0066894,1.00366,390,0.670369,1.14897,16824.9,274,0,0.0162854,994
SOVEREIGNTY,Akutan pollock,6831.35,242,0,0.0370351,0.818192,520,0.0417453,1.00928,9176.71,106,0,0.0120958,1.02712,376,0.56438,1.12542,16008.1,348,0,0.021739,896
GOLDEN DAWN,Akutan pollock,5314.58,210,0,0.0408311,1.01318,501,-0.0443636,0.990141,7086.7,42,0,0.00804323,1.03013,291,0.643828,1.14307,12401.3,252,0,0.0203205,792
WESTWARD I,Westward,4993.21,231,0,0.0476647,1.02939,478,-0.19938,0.955693,7827.77,517,0,0.0675799,0.917878,287,-0.523343,0.883702,12821,748,0,0.0583419,765
ALASKAN COMMAND,Westward,7227.38,262,0,0.0373579,1.02722,691,0.0344226,1.00765,9198.65,605,0,0.0669663,0.972165,357,-0.511313,0.886375,16426,867,0,0.0527821,1048
STARLITE,Unisea,3169.25,60,0,0.0211407,1.04626,308,0.402301,1.0894,4826.82,60,0,0.0147095,0.99095,191,0.513142,1.11403,7996.07,120,0,0.0150074,499
DEFENDER,Unisea,9888,325,0,0.0334749,1.00486,924,0.122506,1.02722,14527,539,0,0.038136,0.945484,549,0.0538836,1.01197,24415,864,0,0.0353881,1473
AMERICAN EAGLE,Northern Victor,2997.21,113,0,0.03937,0.972408,271,-0.0112197,0.997507,4058.63,110,0,0.0300594,1.0265,166,0.212218,1.04716,7055.83,223,0,0.0316051,437
ANITA J,Northern Victor,4024.92,118,0,0.0325473,0.996701,373,0.14355,1.0319,2622.53,796,440.569,0.187904,0.883308,92,-2.88221,0.333333,6647.45,914,440.569,0.137496,465
ALASKA ROSE,Unalaska,4416.04,157,0,0.0371373,1.01803,418,0.039427,1.00876,7140.14,692,402.781,0.0777752,0.947006,270,-0.723213,0.839286,11556.2,849,402.781,0.0734671,688
PACIFIC VIKING,Akutan pollock,1665.98,124,0,0.0768316,1.04602,162,-0.861012,0.808664,5537.18,171,0,0.0326881,0.94718,209,0.160684,1.03571,7203.16,295,0,0.0409543,371
VIKING EXPLORER,Akutan pollock,3149.24,125,0,0.0428675,1.02622,300,-0.0905589,0.979876,5661.44,321,0,0.0581124,1.05247,238,-0.337739,0.924947,8810.68,446,0,0.0506204,538
DOMINATOR,Akutan pollock,5720.21,173,0,0.0319919,1.02775,547,0.156148,1.0347,6826.96,166,0,0.0254872,0.969999,264,0.301853,1.06708,12547.2,339,0,0.027018,811
ARCTIC EXPLORER,Akutan pollock,4189.49,129,0,0.0327009,0.947146,369,0.140065,1.03113,9244.55,284,0,0.0324515,1.02277,378,0.165322,1.03674,13434,413,0,0.0307428,747
VIKING,Westward,5566.14,195,0,0.0364705,1.03019,533,0.0545537,1.01212,8320.05,449,0,0.0549276,0.949024,315,-0.275303,0.938822,13886.2,644,0,0.046377,848
STARWARD,Unisea,3914.63,144,0,0.0390842,1.00908,367,-0.00473659,0.998947,4598.72,117,0,0.0278338,1.039,191,0.255849,1.05686,8513.35,261,0,0.0306577,558
ALSEA,Unisea,4667.6,137,0,0.0306367,0.993867,431,0.186889,1.04153,6904.41,236,0,0.0357743,1.04507,288,0.100183,1.02226,11572,373,0,0.032233,719
STORM PETREL,Northern Victor,4119.4,98,0,0.0267029,1.0153,389,0.276125,1.06136,4953.38,310,0,0.0650061,0.998172,197,-0.472885,0.894914,9072.78,408,0,0.0449697,586
COLUMBIA,Akutan pollock,3682.58,127,0,0.0363875,0.913169,313,0.0564359,1.01254,6268.25,216,0,0.0360547,0.796084,199,0.0946849,1.02104,9950.83,343,0,0.0344695,512
BRISTOL EXPLORER,Akutan pollock,4521.58,147,0,0.0347224,1.05414,443,0.0942086,1.02094,7440.3,223,0,0.031988,0.937792,279,0.174411,1.03876,11961.9,370,0,0.0309316,722
HALF MOON BAY,Northern Victor,911.848,65,0,0.0712838,1,84,-0.735163,0.836631,1323.83,0,0,0.000755387,0.87017,46,0.786701,1.17482,2235.67,65,0,0.029074,130
BLUE FOX,Akutan pollock,218.402,21,0,0.096153,1,20,-1.2993,0.701489,0,0,0,nan,1.05436,0,,,218.402,21,0,0.096153,20
