,,A Season,,,,,,,B Season,,,,,,,2007
Vessel Name,Coop,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credit Factor,Credits,z-score,q-value,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credit Factor,Credits,z-score,q-value,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credits
STORM PETREL,Northern Victor,3461.1,332,0,0.0979458,1.03619,363,0.10797,1.02399,4340.83,431,211.437,0.0665957,1.04559,206,-0.599816,0.866707,7801.93,763,211.437,0.0977963,569
ARCTURUS,Akutan pollock,4565.56,260,0,0.0584813,1.00862,466,0.418628,1.09303,3554.82,712,1103.91,0.149332,0.852567,138,-2.92336,0.333333,8120.38,972,1103.91,0.119699,604
RAVEN,Akutan pollock,2306.13,20,0,0.0108407,1.06498,248,0.793648,1.17637,0,0,0,nan,1.05348,0,,,2306.13,20,0,0.00867253,248
PROGRESS,Unalaska,2352.51,126,0,0.0573855,1.02171,243,0.427254,1.09495,3935.25,224,0,0.0592084,0.937299,168,-0.392354,0.91281,6287.76,350,0,0.0556637,411
ARCTIC WIND,Westward,4612.7,433,0,0.0964728,1.02725,479,0.119565,1.02657,5264.53,146,0,0.0290624,0.987765,237,0.454254,1.10095,9877.23,579,0,0.0586197,716
PEGASUS,Akutan pollock,2066.57,30,0,0.0164524,1.07128,224,0.749474,1.16655,326.182,22,0,0.0705128,1.05144,15,-0.70982,0.842262,2392.76,52,0,0.0217323,239
GREAT PACIFIC,Unalaska,3064.31,112,0,0.0385079,1.03406,320,0.575856,1.12797,3826.46,292,0,0.0802308,0.871039,151,-0.982737,0.781614,6890.77,404,0,0.0586292,471
NORDIC STAR,Unisea,2578.51,239,0,0.0957918,1.03808,270,0.124926,1.02776,4000.08,33,0,0.00899982,1.03166,188,1.01768,1.22615,6578.59,272,0,0.0413463,458
SEADAWN,Unisea,3579.56,415,1164.16,0.166432,1.00726,365,-0.431144,0.90419,2620.91,184,468.172,0.0636399,1.04068,124,-0.516805,0.885155,6200.47,599,1632.34,0.0966055,489
POSEIDON,Northern Victor,3288.51,549,2130.33,0.321195,1.01286,337,-1.64941,0.571712,3346.67,319,260.904,0.056388,1.02886,156,-0.313146,0.930412,6635.17,868,2391.23,0.130818,493
