,,A Season,,,,,,,B Season,,,,,,,2001
Vessel Name,Coop,Pollock,Bycatch,Credit_Limited_Bycatch,Uncaught Pollock,Bycatch Rate,Credits,z-score,q-value,Pollock,Bycatch,Credit_Limited_Bycatch,Uncaught Pollock,Bycatch Rate,Credits,z-score,q-value,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credits
BRISTOL EXPLORER,Akutan pollock,2992.27,72,418.667,0,0.024062,314,0.0476669,1.01059,5443.26,57,312,0,0.0104717,234,-0.0714558,0.984121,8435.53,129,0,0.0152925,548
PACIFIC VIKING,Akutan pollock,2966.32,102,409.333,0,0.0343861,307,-0.523466,0.883674,4486,69,249.333,0,0.0153812,187,-0.349916,0.922241,7452.32,171,0,0.0229459,494
DEFENDER,Unisea,8795.77,159,1218.67,0,0.0180769,914,0.378767,1.08417,14145.3,56,774.667,0,0.00395892,581,0.297937,1.06621,22941,215,0,0.00937186,1495
CHELSEA K,Westward,10118.3,447,1438.67,0,0.0441773,1079,-1.06512,0.762831,18855.1,135,985.333,0,0.00715986,739,0.116385,1.02586,28973.4,582,0,0.0200874,1818
PEGASUS,Akutan pollock,2262.71,65,277.333,0,0.0287267,208,-0.210385,0.953248,1981.91,48,105.333,0,0.0242191,79,-0.851188,0.810847,4244.62,113,0,0.026622,287
GLADIATOR,Akutan pollock,3898.34,96,533.333,0,0.0246259,400,0.0164727,1.00366,6409.69,3,346.667,0,0.000468041,260,0.495935,1.11021,10308,99,0,0.00960416,660
AURIGA,Unisea,7482.38,132,1038.67,0,0.0176414,779,0.402855,1.08952,11978.2,23,644,0,0.00192016,483,0.413573,1.09191,19460.5,155,0,0.00796484,1262
STARLITE,Unisea,3141.98,54,446.667,0,0.0171866,335,0.428015,1.09511,4959.78,52,282.667,0,0.0104843,212,-0.0721746,0.983961,8101.76,106,0,0.0130836,547
STARFISH,Unisea,3889.49,74,542.667,0,0.0190256,407,0.32628,1.07251,6209.78,35,330.667,0,0.00563627,248,0.202801,1.04507,10099.3,109,0,0.0107929,655
CAITLIN ANN,Westward,2498.55,45,328,0,0.0180105,246,0.382441,1.08499,3303.56,4,184,0,0.00121082,138,0.453806,1.10085,5802.11,49,0,0.00844521,384
STARWARD,Unisea,3083.04,102,392,0,0.0330843,294,-0.451451,0.899678,4910.42,10,266.667,0,0.00203649,200,0.406975,1.09044,7993.45,112,0,0.0140115,494
POSEIDON,Northern Victor,2753.55,4,380,0,0.00145267,285,1.29843,1.28854,4890.22,4,269.333,0,0.000817958,202,0.476088,1.1058,7643.77,8,0,0.0010466,487
PROGRESS,Unalaska,2713.78,34,381.333,0,0.0125287,286,0.685696,1.15238,3554.46,82,190.667,0,0.0230696,143,-0.785991,0.825335,6268.24,116,0,0.018506,429
GREAT PACIFIC,Unalaska,3126.5,55,445.333,0,0.0175915,334,0.405616,1.09014,4947.38,196,266.667,0,0.0396169,200,-1.72453,0.533771,8073.89,251,0,0.0310879,534
NORDIC STAR,Unisea,2598.33,72,332,0,0.0277101,249,-0.154151,0.965744,3974.25,34,214.667,0,0.00855508,161,0.0372501,1.00828,6572.58,106,0,0.0161276,410
SEADAWN,Unisea,3315.17,89,440,0,0.0268463,330,-0.106361,0.976364,5169.5,15,288,0,0.00290163,216,0.357905,1.07953,8484.67,104,0,0.0122574,546
FIERCE ALLEGIANCE,Unisea,1936.86,189,262.667,0,0.0975808,197,-4.01943,0.333333,3711.42,5,153.333,0,0.00134719,115,0.446071,1.09913,5648.27,194,0,0.0343468,312
ROYAL ATLANTIC,Northern Victor,3088.21,10,432,0,0.00323812,324,1.19965,1.26659,5351.13,15,302.667,0,0.00280315,227,0.363491,1.08078,8439.34,25,0,0.00296232,551
ALASKA ROSE,Unalaska,4279.45,62,609.333,0,0.0144879,457,0.577313,1.12829,6925.53,101,326.667,0,0.0145837,245,-0.304685,0.932292,11205,163,0,0.0145471,702
MORNING STAR,Unalaska,4049.65,46,576,0,0.011359,432,0.750402,1.16676,6482.64,158,356,0,0.0243728,267,-0.859907,0.80891,10532.3,204,0,0.019369,699
AMBER DAWN,Peter Pan,1023.65,26,146.667,0,0.0253993,110,-0.0263134,0.994153,0,0,0,0,nan,0,,,1023.65,26,0,0.0253993,110
SUNSET BAY,Northern Victor,1273.79,0,176,0,0,132,1.37879,1.3064,1416.22,13,74.6667,0,0.00917938,56,0.00184053,1.00041,2690.01,13,0,0.0048327,188
DESTINATION,Unalaska,5526.08,105,781.333,0,0.0190008,586,0.327654,1.07281,8959.35,167,452,0,0.0186397,339,-0.534737,0.88117,14485.4,272,0,0.0187775,925
SEA WOLF,Unalaska,3919.58,94,560,0,0.0239822,420,0.0520823,1.01157,6272.34,119,320,0,0.0189722,240,-0.553593,0.876979,10191.9,213,0,0.0208989,660
PREDATOR,Akutan pollock,1083.55,77,113.333,0,0.0710627,85,-2.55243,0.333333,931.995,48,49.3333,0,0.0515024,37,-2.39866,0.333333,2015.55,125,0,0.0620179,122
SEEKER,Akutan pollock,848.933,17,114.667,0,0.0200251,86,0.270987,1.06022,1337.73,3,70.6667,0,0.0022426,53,0.395284,1.08784,2186.66,20,0,0.00914635,139
ROYAL AMERICAN,Akutan pollock,2370.99,64,306.667,0,0.0269929,230,-0.114474,0.974561,3214.52,2,170.667,0,0.000622178,128,0.487193,1.10827,5585.51,66,0,0.0118163,358
OCEANIC,Peter Pan,306.569,0,41.3333,0,0,31,1.37879,1.3064,491.856,0,28,0,0,21,0.522482,1.11611,798.425,0,0,0,52
BERING ROSE,Unalaska,4356.21,105,617.333,0,0.0241035,463,0.0453687,1.01008,6966.26,79,388,0,0.0113404,291,-0.120728,0.973172,11322.5,184,0,0.0162509,754
GUN-MAR,Unisea,5737.42,120,809.333,0,0.0209153,607,0.221743,1.04928,8987.13,7,492,0,0.000778892,369,0.478304,1.10629,14724.6,127,0,0.00862505,976
BLUE FOX,Akutan pollock,363.863,2,49.3333,0,0.00549657,37,1.07472,1.23883,617.181,2,32,0,0.00324054,24,0.338683,1.07526,981.045,4,0,0.00407729,61
EXCALIBUR II,Northern Victor,1158.83,4,156,0,0.00345176,117,1.18784,1.26396,2051.76,1,114.667,0,0.000487386,86,0.494838,1.10996,3210.59,5,0,0.00155735,203
GOLD RUSH,Northern Victor,869.633,1,117.333,0,0.00114991,88,1.31518,1.29226,750.94,2,42.6667,0,0.00266333,32,0.371421,1.08254,1620.57,3,0,0.0018512,120
ELIZABETH F,Peter Pan,424.769,14,57.3333,0,0.0329591,43,-0.444527,0.901216,304.32,1,16,0,0.00328601,12,0.336104,1.07469,729.089,15,0,0.0205736,55
LISA MELINDA,Akutan pollock,207.537,6,28,0,0.0289104,21,-0.220552,0.950988,100.057,0,5.33333,0,0,4,0.522482,1.11611,307.594,6,0,0.0195062,25
PACIFIC RAM,Akutan pollock,216.952,12,29.3333,0,0.0553117,22,-1.68108,0.556314,101.52,1,5.33333,0,0.00985023,4,-0.0362091,0.991954,318.473,13,0,0.0408198,26
MARGARET LYN,Akutan pollock,654.151,33,88,0,0.050447,66,-1.41197,0.666096,802.979,0,42.6667,0,0,32,0.522482,1.11611,1457.13,33,0,0.0226472,98
MARCY J,Akutan pollock,219.642,12,29.3333,0,0.0546344,22,-1.64362,0.57444,407.975,0,22.6667,0,0,17,0.522482,1.11611,627.616,12,0,0.01912,39
OCEAN HOPE 3,Westward,940.173,29,126.667,0,0.0308454,95,-0.327594,0.927201,1535.45,2,78.6667,0,0.00130255,59,0.448603,1.09969,2475.62,31,0,0.0125221,154
AMERICAN EAGLE,Northern Victor,2662.23,70,376,0,0.0262937,282,-0.0757936,0.983157,4365.58,8,238.667,0,0.00183252,179,0.418544,1.09301,7027.81,78,0,0.0110988,461
OCEAN LEADER,Peter Pan,606.673,3,86.6667,0,0.004945,65,1.10523,1.24561,957.443,0,50.6667,0,0,38,0.522482,1.11611,1564.12,3,0,0.00191802,103
ALSEA,Unisea,4193.48,126,594.667,0,0.0300466,446,-0.283406,0.937021,6753.36,42,348,0,0.00621913,261,0.169742,1.03772,10946.8,168,0,0.0153469,707
ARGOSY,Unisea,4182.34,101,561.333,0,0.0241491,421,0.0428455,1.00952,6558.51,4,272,0,0.000609895,204,0.487889,1.10842,10740.8,105,0,0.00977576,625
WALTER N,Peter Pan,950.376,64,125.333,0,0.0673418,94,-2.34659,0.333333,1331.72,0,62.6667,0,0,47,0.522482,1.11611,2282.09,64,0,0.0280444,141
TRAVELER,Akutan pollock,1525.02,60,206.667,0,0.0393437,155,-0.797723,0.822728,550.259,46,29.3333,0,0.083597,22,-4.21902,0.333333,2075.28,106,0,0.0510774,177
NORDIC FURY,Northern Victor,293.674,0,38.6667,0,0,29,1.37879,1.3064,531.976,0,29.3333,0,0,22,0.522482,1.11611,825.65,0,0,0,51
WESTERN DAWN,Unalaska,786.938,22,113.333,0,0.0279565,85,-0.167777,0.962716,1405.45,18,78.6667,0,0.0128073,59,-0.203927,0.954683,2192.39,40,0,0.0182449,144
TOPAZ,Peter Pan,118.711,0,16,0,0,12,1.37879,1.3064,0,0,0,0,nan,0,,,118.711,0,0,0,12
MAR-GUN,Mothership,119.981,1,16,0,0.00833463,12,0.917713,1.20394,171.403,1,8,0,0.00583419,6,0.191575,1.04257,291.385,2,0,0.00686378,18
AMERICAN BEAUTY,Peter Pan,0,0,0,0,nan,0,,,1578.82,0,84,0,0,63,0.522482,1.11611,1578.82,0,0,0,63
GOLDEN PISCES,Akutan pollock,0,0,0,0,nan,0,,,646.833,0,36,0,0,27,0.522482,1.11611,646.833,0,0,0,27
LESLIE LEE,Akutan pollock,0,0,0,0,nan,0,,,3340.29,3,182.667,-4.54747e-13,0.000898125,137,0.471541,1.10479,3340.29,3,-4.54747e-13,0.000898125,137
HICKORY WIND,Westward,0,0,0,0,nan,0,,,1257.02,0,66.6667,0,0,50,0.522482,1.11611,1257.02,0,0,0,50
PACIFIC MONARCH,Unisea,0,0,0,0,nan,0,,,100.478,0,5.33333,0,0,4,0.522482,1.11611,100.478,0,0,0,4
VANGUARD,Unalaska,0,0,0,0,nan,0,,,146.74,0,6.66667,0,0,5,0.522482,1.11611,146.74,0,0,0,5
PEGGY JO,Akutan pollock,0,0,0,0,nan,0,,,1947.23,12,96,0,0.0061626,72,0.172948,1.03843,1947.23,12,0,0.0061626,72
EXODUS,Akutan pollock,0,0,0,0,nan,0,,,1715.63,8,92,0,0.004663,69,0.258003,1.05733,1715.63,8,0,0.004663,69

TOTAL,,233985,6125,0,0.0261769,23808,,,356383,2743,-4.54747e-13,0.00769677,14178,,,590368,8868,0.0150211,37986
