,,A Season,,,,,,,B Season,,,,,,,2002
Vessel Name,Coop,Pollock,Bycatch,Credit_Limited_Bycatch,Uncaught Pollock,Bycatch Rate,Credits,z-score,q-value,Pollock,Bycatch,Credit_Limited_Bycatch,Uncaught Pollock,Bycatch Rate,Credits,z-score,q-value,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credits
PACIFIC VIKING,Akutan pollock,2771.99,111,341.333,0,0.0400434,256,-0.0200556,0.995543,0,0,0,0,nan,0,,,2771.99,111,0,0.0400434,256
MAJESTY,Akutan pollock,1676.69,38,165.333,0,0.0226637,124,0.384381,1.08542,0,0,0,0,nan,0,,,1676.69,38,0,0.0226637,124
SOVEREIGNTY,Akutan pollock,5527.31,299,677.333,0,0.054095,508,-0.347047,0.922878,12265.9,177,570.667,0,0.0144302,428,0.202724,1.04505,17793.2,476,0,0.0267517,936
ARCTIC EXPLORER,Akutan pollock,4140.79,59,572,0,0.0142485,429,0.580209,1.12894,7118.32,87,380,0,0.012222,285,0.229099,1.05091,11259.1,146,0,0.0129673,714
WESTERN DAWN,Unalaska,949.999,26,121.333,0,0.0273685,91,0.274898,1.06109,1521.6,21,76,0,0.0138012,57,0.210236,1.04672,2471.6,47,0,0.019016,148
GREAT PACIFIC,Unalaska,3484.13,41,464,0,0.0117676,348,0.637939,1.14176,4709.49,478,200,0,0.101497,150,-0.837202,0.813955,8193.62,519,0,0.063342,498
ROYAL ATLANTIC,Northern Victor,3358.45,38,470.667,0,0.0113147,353,0.648479,1.14411,5408.13,39,284,0,0.00721136,213,0.288945,1.06421,8766.58,77,0,0.00878336,566
DEFENDER,Unisea,9523.13,400,1256,0,0.042003,942,-0.0656576,0.985409,14558.2,160,756,0,0.0109904,567,0.243809,1.05418,24081.3,560,0,0.0232545,1509
GOLDEN DAWN,Akutan pollock,4996.23,643,556,3286.88,0.297775,417,-6.01763,0.333333,7372.67,99,380,0,0.013428,285,0.214695,1.04771,12368.9,742,3286.88,0.0599892,702
DOMINATOR,Akutan pollock,4838.68,190,592,0,0.0392669,444,-0.00198583,0.999559,7782.88,47,410.667,0,0.00603889,308,0.302949,1.06732,12621.6,237,0,0.0187774,752
BERING ROSE,Unalaska,4458.96,94,578.667,0,0.0210812,434,0.421208,1.0936,6443.06,926,325.333,0,0.143721,244,-1.34152,0.688772,10902,1020,0,0.0935607,678
SEA WOLF,Unalaska,4302.68,91,560,0,0.0211496,420,0.419615,1.09325,6772.05,563,321.333,0,0.0831359,241,-0.617895,0.86269,11074.7,654,0,0.0590534,661
STARFISH,Unisea,4302.21,240,566.667,0,0.0557853,425,-0.386381,0.914138,6580.85,41,336,0,0.0062302,252,0.300664,1.06681,10883.1,281,0,0.0258199,677
AURIGA,Unisea,8139.49,494,1076,0,0.0606917,807,-0.500556,0.888765,11763.9,154,612,0,0.0130909,459,0.21872,1.0486,19903.4,648,0,0.0325573,1266
NORTHERN PATRIOT,Akutan pollock,6431.4,212,698.667,0,0.0329633,524,0.144704,1.03216,12496.9,162,570.667,0,0.0129632,428,0.220246,1.04894,18928.3,374,0,0.0197587,952
GLADIATOR,Akutan pollock,4509.61,153,576,290.154,0.0324686,432,0.156214,1.03471,5389.72,131,282.667,0,0.0243055,212,0.0847733,1.01884,9899.33,284,290.154,0.0286888,644
ALASKAN COMMAND,Westward,8441.63,299,1008,0,0.0354197,756,0.0875402,1.01945,13445.2,461,686.667,0,0.0342873,515,-0.0344481,0.992345,21886.9,760,0,0.034724,1271
PACIFIC PRINCE,Westward,8738.56,262,1188,0,0.029982,891,0.214078,1.04757,10530.3,109,546.667,0,0.0103511,410,0.251445,1.05588,19268.9,371,0,0.0192538,1301
DESTINATION,Unalaska,6383.94,238,845.333,0,0.037281,634,0.0442261,1.00983,9364.46,815,444,0,0.0870312,333,-0.66442,0.852351,15748.4,1053,0,0.0668639,967
NORDIC STAR,Unisea,2721.23,326,336,1255.47,0.199214,252,-3.72405,0.333333,4037.97,14,204,0,0.00346709,153,0.333667,1.07415,6759.21,340,1255.47,0.0503018,405
AURORA,Unisea,9038.86,1049,1152,3933.47,0.183336,864,-3.35457,0.333333,14327.1,212,733.333,0,0.0147971,550,0.198342,1.04408,23366,1261,3933.47,0.0539673,1414
VIKING EXPLORER,Akutan pollock,2998.48,74,397.333,0,0.0246792,298,0.33748,1.075,5837.01,133,297.333,0,0.0227857,223,0.102927,1.02287,8835.49,207,0,0.0234283,521
CAITLIN ANN,Westward,4023.03,154,521.333,0,0.0382796,391,0.0209895,1.00466,6097.65,51,321.333,0,0.00836388,241,0.27518,1.06115,10120.7,205,0,0.0202555,632
PROGRESS,Unalaska,2306.91,81,312,0,0.0351118,234,0.0947047,1.02105,4166.13,296,197.333,0,0.0710492,148,-0.473531,0.894771,6473.04,377,0,0.0582416,382
STORM PETREL,Northern Victor,4545.23,81,628,0,0.0178209,471,0.497077,1.11046,5222.04,143,269.333,0,0.0273839,202,0.048005,1.01067,9767.27,224,0,0.0229337,673
AMERICAN EAGLE,Northern Victor,2972.43,160,381.333,0,0.053828,286,-0.340832,0.92426,4558.57,33,238.667,0,0.00723912,179,0.288614,1.06414,7531,193,0,0.0256274,465
GUN-MAR,Unisea,6142.37,507,805.333,0,0.0825414,604,-1.00901,0.775695,9335.54,118,490.667,0,0.0126399,368,0.224108,1.0498,15477.9,625,0,0.0403801,972
ALDEBARAN,Akutan pollock,4005.95,117,509.333,0,0.0292065,382,0.232125,1.05158,4950.14,58,254.667,0,0.0117168,191,0.235132,1.05225,8956.09,175,0,0.0195398,573
NORTHWEST EXPLORER,Akutan pollock,6024.55,212,738.667,0,0.0351893,554,0.0929012,1.02064,5126.54,19,254.667,0,0.0037062,191,0.330811,1.07351,11151.1,231,0,0.0207155,745
BRISTOL EXPLORER,Akutan pollock,3587.69,51,464,0,0.0142153,348,0.580981,1.12911,5341.77,48,273.333,0,0.00898579,205,0.267752,1.0595,8929.46,99,0,0.0110869,553
WESTWARD I,Westward,4883.69,145,570.667,0,0.0296907,428,0.220858,1.04908,7693.31,410,398.667,0,0.053293,299,-0.261452,0.941899,12577,555,0,0.0441282,727
ALASKA ROSE,Unalaska,4528.43,164,610.667,0,0.0362156,458,0.069019,1.01534,7092.67,443,334.667,0,0.0624588,251,-0.370929,0.917571,11621.1,607,0,0.0522326,709
MORNING STAR,Unalaska,4656.87,199,636,0,0.0427326,477,-0.0826344,0.981637,6932.94,728,329.333,0,0.105006,247,-0.87911,0.804642,11589.8,927,0,0.079984,724
ALSEA,Unisea,4548.1,373,576,0,0.0820123,432,-0.996699,0.778511,6987.79,42,352,0,0.00601048,264,0.303289,1.0674,11535.9,415,0,0.0359747,696
ARGOSY,Unisea,4615.32,295,588,0,0.0639175,441,-0.575622,0.872084,6800.08,178,329.333,0,0.0261762,247,0.0624302,1.01387,11415.4,473,0,0.0414353,688
STARLITE,Unisea,3542.86,90,473.333,0,0.0254032,355,0.320631,1.07125,5407.09,29,276,0,0.00536333,207,0.311018,1.06912,8949.95,119,0,0.0132962,562
PACIFIC EXPLORER,Akutan pollock,3492.24,75,484,0,0.0214762,363,0.412015,1.09156,5310.15,18,277.333,0,0.00338973,208,0.334591,1.07435,8802.39,93,0,0.0105653,571
OCEAN LEADER,Peter Pan,1316.5,23,184,0,0.0174706,138,0.505229,1.11227,1515.96,1,78.6667,0,0.000659646,59,0.367199,1.0816,2832.47,24,0,0.00847318,197
ROYAL AMERICAN,Akutan pollock,2493.88,67,309.333,0,0.0268658,232,0.286595,1.06369,3811.92,3,198.667,0,0.000787005,149,0.365678,1.08126,6305.8,70,0,0.0111009,381
VIKING,Westward,5883.87,144,746.667,0,0.0244737,560,0.342261,1.07606,8580.36,493,444,0,0.0574568,333,-0.311185,0.930848,14464.2,637,0,0.0440397,893
ARCTIC WIND,Westward,3409.07,74,456,0,0.0217068,342,0.406648,1.09037,5379.37,41,284,0,0.00762171,213,0.284044,1.06312,8788.44,115,0,0.0130854,555
ANITA J,Northern Victor,1373.82,10,174.667,0,0.00727899,131,0.742393,1.16498,5064.35,95,254.667,0,0.0187586,191,0.151026,1.03356,6438.17,105,0,0.016309,322
NORDIC FURY,Northern Victor,326.203,3,45.3333,0,0.00919672,34,0.697767,1.15506,149.677,108,8,0,0.721552,6,-8.24312,0.333333,475.881,111,0,0.233252,40
ELIZABETH F,Peter Pan,838.172,29,102.667,0,0.0345991,77,0.106637,1.0237,621.296,10,32,0,0.0160954,24,0.182835,1.04063,1459.47,39,0,0.0267221,101
FIERCE ALLEGIANCE,Unisea,4020.92,129,398.667,0,0.0320822,299,0.165206,1.03671,5773.61,56,278.667,0,0.00969931,209,0.259229,1.05761,9794.53,185,0,0.0188881,508
CHELSEA K,Westward,10341.2,281,1234.67,0,0.0271729,926,0.279449,1.0621,17601.6,508,888,0,0.028861,666,0.0303627,1.00675,27942.8,789,0,0.0282363,1592
TRAVELER,Akutan pollock,109.604,1,12,0,0.00912372,9,0.699465,1.15544,177.116,0,6.66667,0,0,5,0.375078,1.08335,286.721,1,0,0.00348771,14
EXCALIBUR II,Northern Victor,1348.4,36,186.667,0,0.0266983,140,0.290493,1.06455,2030.94,17,106.667,0,0.0083705,80,0.275101,1.06113,3379.34,53,0,0.0156835,220
MARCY J,Akutan pollock,242.91,8,25.3333,0,0.032934,19,0.145385,1.03231,506.521,4,26.6667,0,0.007897,20,0.280756,1.06239,749.432,12,0,0.0160121,39
GOLD RUSH,Northern Victor,748.964,18,104,0,0.0240332,78,0.352512,1.07834,1264.05,7,66.6667,0,0.00553778,50,0.308935,1.06865,2013.01,25,0,0.0124192,128
OCEAN HOPE 3,Westward,931.977,34,114.667,0,0.0364816,86,0.0628295,1.01396,1853.28,21,94.6667,0,0.0113312,71,0.239738,1.05328,2785.26,55,0,0.0197468,157
OCEANIC,Peter Pan,467.978,12,65.3333,0,0.0256422,49,0.315068,1.07002,1307.22,1,69.3333,0,0.000764985,52,0.365941,1.08132,1775.19,13,0,0.00732314,101
AMERICAN BEAUTY,Peter Pan,1295.67,27,174.667,0,0.0208386,131,0.426852,1.09486,1234.37,4,64,0,0.00324052,48,0.336373,1.07475,2530.04,31,0,0.0122528,179
WALTER N,Peter Pan,1131.78,24,110.667,0,0.0212055,83,0.418315,1.09296,1172.13,4,58.6667,0,0.0034126,44,0.334318,1.07429,2303.91,28,0,0.0121533,127
LESLIE LEE,Akutan pollock,1175.13,65,149.333,0,0.0553132,112,-0.375394,0.916579,2023.94,1,105.333,0,0.000494087,79,0.369176,1.08204,3199.06,66,0,0.020631,191
PACIFIC CHALLENGER,Peter Pan,127.49,0,16,0,0,12,0.91178,1.20262,306.347,44,14.6667,0,0.143628,11,-1.34041,0.689113,433.837,44,0,0.101421,23
HICKORY WIND,Westward,476.225,30,60,0,0.0629955,45,-0.554166,0.876852,1186.72,19,61.3333,0,0.0160105,46,0.183848,1.04086,1662.94,49,0,0.0294658,91
BLUE FOX,Akutan pollock,642.39,8,88,0,0.0124535,66,0.621979,1.13822,413.876,6,21.3333,0,0.0144971,16,0.201925,1.04487,1056.27,14,0,0.0132542,82
SEEKER,Akutan pollock,980.824,18,126.667,0,0.0183519,95,0.484719,1.10772,1497.33,19,77.3333,0,0.0126893,58,0.223518,1.04967,2478.15,37,0,0.0149305,153
VANGUARD,Unalaska,139.062,2,17.3333,0,0.0143821,13,0.5771,1.12824,126.807,0,5.33333,0,0,4,0.375078,1.08335,265.869,2,0,0.0075225,17
PACIFIC RAM,Akutan pollock,114.584,4,12,0,0.0349089,9,0.0994279,1.0221,202.227,0,9.33333,0,0,7,0.375078,1.08335,316.811,4,0,0.0126258,16
MAR-GUN,Mothership,115.926,1,14.6667,0,0.00862617,11,0.711043,1.15801,100.611,4,4,0,0.0397569,3,-0.0997775,0.977827,216.538,5,0,0.0230907,14
TOPAZ,Peter Pan,282.851,7,38.6667,0,0.024748,29,0.335878,1.07464,269.495,0,13.3333,0,0,10,0.375078,1.08335,552.346,7,0,0.0126732,39
COLLIER BROTHERS,Northern Victor,201.902,5,25.3333,0,0.0247645,19,0.335494,1.07455,404.938,1,20,0,0.00246951,15,0.345582,1.0768,606.84,6,0,0.00988728,34
GOLDEN PISCES,Akutan pollock,0,0,0,0,nan,0,,,848.027,0,45.3333,0,0,34,0.375078,1.08335,848.027,0,0,0,34
HALF MOON BAY,Northern Victor,0,0,0,0,nan,0,,,1711.96,20,89.3333,0,0.0116825,67,0.235542,1.05234,1711.96,20,0,0.0116825,67
EXODUS,Akutan pollock,0,0,0,0,nan,0,,,1447.37,32,73.3333,0,0.0221091,55,0.111007,1.02467,1447.37,32,0,0.0221091,55
LISA MELINDA,Akutan pollock,0,0,0,0,nan,0,,,100.342,3,4,0,0.0298979,3,0.0179784,1.004,100.342,3,0,0.0298979,3
PREDATOR,Akutan pollock,0,0,0,0,nan,0,,,970.872,14,37.3333,0,0.01442,28,0.202845,1.04508,970.872,14,0,0.01442,28
PEGGY JO,Akutan pollock,0,0,0,0,nan,0,,,1872.08,60,93.3333,0,0.0320498,70,-0.00772451,0.998283,1872.08,60,0,0.0320498,70
MARK I,Akutan pollock,0,0,0,0,nan,0,,,174.727,11,6.66667,0,0.0629554,5,-0.376859,0.916254,174.727,11,0,0.0629554,5

TOTAL,,249633,10306,8765.98,0.0412845,23805,,,374721,9622,0,0.0256778,14179,,,624355,19928,0.0319178,37984
