,,A Season,,,,,,,B Season,,,,,,,2003
Vessel Name,Coop,Pollock,Bycatch,Credit_Limited_Bycatch,Uncaught Pollock,Bycatch Rate,Credits,z-score,q-value,Pollock,Bycatch,Credit_Limited_Bycatch,Uncaught Pollock,Bycatch Rate,Credits,z-score,q-value,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credits
GUN-MAR,Unisea,6723.5,267,800,0,0.0397115,600,0.533485,1.11855,9454.56,20,482.667,0,0.00211538,362,0.60951,1.13545,16178.1,287,0,0.0177401,962
SEADAWN,Unisea,3598.94,118,446.667,0,0.0327875,335,0.781299,1.17362,5491.19,18,280,0,0.00327798,210,0.546186,1.12137,9090.13,136,0,0.0149613,545
VIKING,Westward,5365.72,232,698.667,0,0.0432374,524,0.40729,1.09051,7666.09,196,374.667,0,0.0255671,281,-0.667858,0.851587,13031.8,428,0,0.0328427,805
WESTWARD I,Westward,4938.57,215,621.333,0,0.0435348,466,0.396645,1.08814,6477.5,214,317.333,0,0.0330374,238,-1.07475,0.760563,11416.1,429,0,0.0375786,704
ROYAL AMERICAN,Akutan pollock,2599.92,80,334.667,0,0.0307702,251,0.853498,1.18967,3848.31,6,197.333,0,0.00155913,148,0.639808,1.14218,6448.23,86,0,0.013337,399
ARGOSY,Unisea,4562.96,245,556,0,0.0536932,417,0.0330702,1.00735,6950.27,29,341.333,0,0.0041725,256,0.497463,1.11055,11513.2,274,0,0.0237987,673
STARFISH,Unisea,3984.84,175,497.333,0,0.0439164,373,0.382987,1.08511,6352.59,191,322.667,0,0.0300665,242,-0.912928,0.797127,10337.4,366,0,0.0354053,615
AMERICAN EAGLE,Northern Victor,2964.75,192,368,0,0.0647609,276,-0.36305,0.919322,4584.25,31,234.667,0,0.00676228,176,0.356403,1.0792,7549,223,0,0.0295403,452
STARWARD,Unisea,4227.04,216,534.667,0,0.0510996,401,0.125896,1.02798,5632.21,21,286.667,0,0.00372855,215,0.521644,1.11592,9859.25,237,0,0.0240383,616
CHELSEA K,Westward,13105.4,467,1666.67,0,0.0356343,1250,0.67941,1.15098,18738.2,573,930.667,0,0.0305792,698,-0.940852,0.790922,31843.6,1040,0,0.0326596,1948
PACIFIC EXPLORER,Akutan pollock,3369.19,76,454.667,0,0.0225574,341,1.14744,1.25499,5723.83,7,293.333,0,0.00122296,220,0.658118,1.14625,9093.02,83,0,0.00912789,561
STARLITE,Unisea,3355.66,125,444,0,0.0372505,333,0.621564,1.13813,5652.56,87,288,0,0.0153912,216,-0.113598,0.974756,9008.22,212,0,0.0235341,549
DEFENDER,Unisea,10081.1,531,1292,0,0.0526726,969,0.0695967,1.01547,14947.2,395,761.333,0,0.0264264,571,-0.714661,0.841187,25028.3,926,0,0.0369981,1540
ALSEA,Unisea,4527.27,257,532,0,0.0567671,399,-0.0769466,0.982901,7096.68,16,358.667,0,0.00225457,269,0.601928,1.13376,11624,273,0,0.023486,668
PACIFIC PRINCE,Westward,7661.12,411,1012,0,0.0536475,759,0.0347049,1.00771,10619.9,21,541.333,0,0.00197742,406,0.617024,1.13712,18281,432,0,0.0236311,1165
CAITLIN ANN,Westward,4062.27,244,520,0,0.0600649,390,-0.194978,0.956672,6091.48,7,312,0,0.00114915,234,0.662139,1.14714,10153.7,251,0,0.0247199,624
VIKING EXPLORER,Akutan pollock,3309.97,148,437.333,0,0.0447134,328,0.354465,1.07877,4364.31,2,218.667,0,0.000458262,164,0.69977,1.1555,7674.28,150,0,0.0195458,492
NORTHWEST EXPLORER,Akutan pollock,6480.76,275,820,0,0.0424333,615,0.436069,1.0969,5188.6,54,261.333,0,0.0104074,196,0.15786,1.03508,11669.4,329,0,0.0281935,811
PEGASUS,Akutan pollock,2501.03,91,308,0,0.036385,231,0.652543,1.14501,1900.99,0,93.3333,0,0,70,0.72473,1.16105,4402.02,91,0,0.0206723,301
GOLDEN DAWN,Akutan pollock,4458.17,221,417.333,0,0.0495719,313,0.180576,1.04013,7141.48,42,361.333,0,0.00588114,271,0.404397,1.08987,11599.7,263,0,0.0226731,584
SOVEREIGNTY,Akutan pollock,6993.96,887,856,0,0.126824,642,-2.58432,0.333333,7561.33,50,370.667,0,0.00661259,278,0.364556,1.08101,14555.3,937,0,0.0643752,920
PACIFIC VIKING,Akutan pollock,1847.95,69,232,0,0.0373387,174,0.61841,1.13742,5881.24,153,288,0,0.0260149,216,-0.692246,0.846167,7729.2,222,0,0.0287223,390
EXCALIBUR II,Northern Victor,1308.4,65,174.667,0,0.0496789,131,0.176746,1.03928,1698.15,3,86.6667,0,0.00176663,65,0.628506,1.13967,3006.55,68,0,0.0226173,196
PROGRESS,Unalaska,2701.58,142,353.333,0,0.0525617,265,0.0735657,1.01635,4210.89,90,197.333,0,0.0213732,148,-0.43942,0.902351,6912.47,232,0,0.0335625,413
GREAT PACIFIC,Unalaska,3023.49,234,408,0,0.0773939,306,-0.815193,0.818846,5130.63,271,225.333,0,0.05282,169,-2.15226,0.333333,8154.12,505,0,0.0619319,475
AURORA,Unisea,8996.06,468,890.667,0,0.0520228,668,0.0928548,1.02063,13931.1,167,704,0,0.0119876,528,0.0717932,1.01595,22927.2,635,0,0.0276964,1196
COLUMBIA,Akutan pollock,3814.87,330,468,0,0.0865037,351,-1.14124,0.744371,4933.9,234,242.667,0,0.047427,182,-1.85852,0.451304,8748.77,564,0,0.0644662,533
NORTHERN PATRIOT,Akutan pollock,7641.31,661,934.667,0,0.0865035,701,-1.14123,0.744373,9587.96,118,468,0,0.0123071,351,0.0543881,1.01209,17229.3,779,0,0.0452138,1052
DOMINATOR,Akutan pollock,5572.57,246,698.667,0,0.0441448,524,0.374813,1.08329,5518.58,113,284,0,0.0204763,213,-0.39057,0.913207,11091.1,359,0,0.0323682,737
MAJESTY,Akutan pollock,1299.3,49,157.333,0,0.0377126,118,0.605027,1.13445,4035.26,4,200,0,0.000991261,150,0.670738,1.14905,5334.56,53,0,0.00993521,268
BERING ROSE,Unalaska,4953.19,160,653.333,0,0.0323024,490,0.798659,1.17748,7606.12,833,337.333,0,0.109517,253,-5.24043,0.333333,12559.3,993,0,0.0790649,743
MORNING STAR,Unalaska,4553.42,356,589.333,0,0.0781831,442,-0.843437,0.81257,6845.31,352,310.667,0,0.0514221,233,-2.07612,0.333333,11398.7,708,0,0.0621122,675
OCEAN EXPLORER,Akutan pollock,3501.49,140,452,0,0.0399829,339,0.523769,1.11639,5497.38,8,281.333,0,0.00145524,211,0.645466,1.14344,8998.88,148,0,0.0164465,550
COMMODORE,Northern Victor,1213.91,104,158.667,0,0.0856732,119,-1.11151,0.751727,3896.09,96,196,0,0.0246401,147,-0.617363,0.862808,5110,200,0,0.0391389,266
SEA WOLF,Unalaska,4361.97,231,576,0,0.0529577,432,0.059395,1.0132,6385.2,414,296,0,0.0648374,222,-2.80683,0.333333,10747.2,645,0,0.0600158,654
ALASKA ROSE,Unalaska,4877.79,233,636,0,0.0477676,477,0.245152,1.05448,7176.58,187,338.667,0,0.026057,254,-0.694539,0.845658,12054.4,420,0,0.0348422,731
GLADIATOR,Akutan pollock,4702.22,185,605.333,0,0.0393431,454,0.546669,1.12148,4008.35,48,201.333,0,0.011975,151,0.0724776,1.01611,8710.57,233,0,0.0267491,605
MISS BERDIE,Northern Victor,101.535,9,12,0,0.0886394,9,-1.21768,0.724486,210.146,1,9.33333,0,0.0047586,7,0.46554,1.10345,311.681,10,0,0.0320841,16
DESTINATION,Unalaska,5866.72,331,758.667,0,0.0564199,569,-0.0645198,0.985662,8933.97,276,412,0,0.0308933,309,-0.957964,0.787119,14800.7,607,0,0.0410116,878
ARCTIC EXPLORER,Akutan pollock,5082.82,377,692,0,0.0741714,519,-0.699858,0.844476,11738.5,90,602.667,0,0.00766708,452,0.307121,1.06825,16821.3,467,0,0.0277624,971
OCEAN LEADER,Peter Pan,520.135,3,70.6667,0,0.00576773,53,1.74835,1.38852,0,0,0,0,nan,0,,,520.135,3,0,0.00576773,53
SUNSET BAY,Northern Victor,1398.78,83,197.333,0,0.0593375,148,-0.168944,0.962457,0,0,0,0,nan,0,,,1398.78,83,0,0.0593375,148
ALYESKA,Westward,597.94,39,80,0,0.065224,60,-0.379623,0.915639,0,0,0,0,nan,0,,,597.94,39,0,0.065224,60
ARCTIC WIND,Westward,3722.04,128,496,0,0.0343898,372,0.723952,1.16088,5535.89,5,284,0,0.000903198,213,0.675535,1.15012,9257.92,133,0,0.0143661,585
ANITA J,Northern Victor,3410.44,190,457.333,0,0.0557113,343,-0.0391578,0.991298,3297.79,130,165.333,0,0.0394203,124,-1.42241,0.662566,6708.23,320,0,0.0477026,467
WALTER N,Peter Pan,1896.48,71,229.333,0,0.0374377,172,0.614863,1.13664,1531.35,5,77.3333,0,0.0032651,58,0.546887,1.12153,3427.83,76,0,0.0221715,230
FIERCE ALLEGIANCE,Unisea,3021.58,204,360,0,0.0675144,270,-0.4616,0.897422,5708.64,2,284,0,0.000350346,213,0.705648,1.15681,8730.22,206,0,0.0235962,483
AMERICAN BEAUTY,Peter Pan,676.637,2,90.6667,0,0.00295579,68,1.84899,1.41089,2394.4,3,122.667,0,0.00125292,92,0.656486,1.14589,3071.04,5,0,0.00162811,160
ELIZABETH F,Peter Pan,874.258,21,110.667,0,0.0240204,83,1.09508,1.24335,772.775,3,38.6667,0,0.00388211,29,0.51328,1.11406,1647.03,24,0,0.0145717,112
OCEAN HOPE 3,Westward,1002.92,103,126.667,0,0.1027,95,-1.72091,0.535718,1722.32,12,86.6667,0,0.00696733,65,0.345234,1.07672,2725.25,115,0,0.042198,160
NORDIC FURY,Northern Victor,331.855,69,45.3333,0,0.207922,34,-5.48689,0.333333,1437.05,2,56,0,0.00139174,42,0.648925,1.14421,1768.91,71,0,0.0401378,76
TRAVELER,Akutan pollock,104.882,6,13.3333,0,0.0572074,10,-0.0927036,0.979399,155.5,0,6.66667,0,0,5,0.72473,1.16105,260.381,6,0,0.0230431,15
WESTERN DAWN,Unalaska,954.87,80,124,0,0.0837811,93,-1.04379,0.76779,1500.43,2,74.6667,0,0.00133295,56,0.652127,1.14492,2455.3,82,0,0.0333972,149
GOLD RUSH,Northern Victor,647.574,42,86.6667,0,0.0648574,65,-0.366505,0.918555,1823.97,0,93.3333,0,0,70,0.72473,1.16105,2471.54,42,0,0.0169934,135
TOPAZ,Peter Pan,575.089,18,77.3333,0,0.0312995,58,0.834555,1.18546,304.739,0,14.6667,0,0,11,0.72473,1.16105,879.828,18,0,0.0204586,69
LESLIE LEE,Akutan pollock,1728.19,108,213.333,0,0.0624932,160,-0.281886,0.937359,1642.73,0,84,0,0,63,0.72473,1.16105,3370.92,108,0,0.0320387,223
HICKORY WIND,Westward,313.068,25,37.3333,0,0.0798548,28,-0.903271,0.799273,1528.87,15,77.3333,0,0.00981117,58,0.190337,1.0423,1841.94,40,0,0.0217163,86
OCEANIC,Peter Pan,398.37,23,53.3333,0,0.0577353,40,-0.111599,0.9752,1628.68,0,84,0,0,63,0.72473,1.16105,2027.05,23,0,0.0113465,103
VANGUARD,Unalaska,145.638,4,18.6667,0,0.0274653,14,0.971783,1.21595,143.55,2,6.66667,0,0.0139324,5,-0.0341405,0.992413,289.188,6,0,0.0207477,19
EXODUS,Akutan pollock,0,0,0,0,nan,0,,,1886.89,4,94.6667,0,0.00211989,71,0.609264,1.13539,1886.89,4,0,0.00211989,71
GOLDEN PISCES,Akutan pollock,0,0,0,0,nan,0,,,1034.8,0,53.3333,0,0,40,0.72473,1.16105,1034.8,0,0,0,40
HALF MOON BAY,Northern Victor,0,0,0,0,nan,0,,,2979.47,134,152,0,0.0449744,114,-1.72493,0.533556,2979.47,134,0,0.0449744,114
SEEKER,Akutan pollock,0,0,0,0,nan,0,,,2344.39,5,118.667,0,0.00213275,89,0.608564,1.13524,2344.39,5,0,0.00213275,89
LISA MELINDA,Akutan pollock,0,0,0,0,nan,0,,,550.155,0,26.6667,0,0,20,0.72473,1.16105,550.155,0,0,0,20
PACIFIC RAM,Akutan pollock,0,0,0,0,nan,0,,,201.81,0,9.33333,0,0,7,0.72473,1.16105,201.81,0,0,0,7
BLUE FOX,Akutan pollock,0,0,0,0,nan,0,,,837.477,0,41.3333,0,0,31,0.72473,1.16105,837.477,0,0,0,31
COLLIER BROTHERS,Northern Victor,0,0,0,0,nan,0,,,201.292,0,9.33333,0,0,7,0.72473,1.16105,201.292,0,0,0,7
PREDATOR,Akutan pollock,0,0,0,0,nan,0,,,2074.04,8,96,0,0.00385721,72,0.514636,1.11436,2074.04,8,0,0.00385721,72
MARCY J,Akutan pollock,0,0,0,0,nan,0,,,879.079,5,45.3333,0,0.00568777,34,0.414929,1.09221,879.079,5,0,0.00568777,34
PEGGY JO,Akutan pollock,0,0,0,0,nan,0,,,2108.42,8,104,0,0.00379431,78,0.518062,1.11512,2108.42,8,0,0.00379431,78
MARK I,Akutan pollock,0,0,0,0,nan,0,,,105.235,1,4,0,0.0095025,3,0.207149,1.04603,105.235,1,0,0.0095025,3
MAR-GUN,Mothership,0,0,0,0,nan,0,,,144.996,0,6.66667,0,0,5,0.72473,1.16105,144.996,0,0,0,5
PACIFIC CHALLENGER,Peter Pan,0,0,0,0,nan,0,,,277.476,1,12,0,0.00360392,9,0.528432,1.11743,277.476,1,0,0.00360392,9

TOTAL,,251798,13327,0,0.0529274,23810,,,380387,7144,0,0.0187809,14180,,,632185,20471,0.0323814,37990
