,,A Season,,,,,,,,B Season,,,,,,,,2003
Vessel Name,Coop,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credit Factor,Credits,z-score,q-value,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credit Factor,Credits,z-score,q-value,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credits
RAVEN,Akutan pollock,2529.17,96,0,0.0379572,1.05092,175,0.0567243,1.01891,1487.29,1,0,0.000672365,1.18042,45,0.968899,1.32297,4016.45,97,0,0.020416,220
ROYAL ATLANTIC,Northern Victor,3124.98,100,0,0.0320002,1.21019,249,0.29947,1.09982,5314.15,11,0,0.00206995,1.22095,168,0.810835,1.27028,8439.12,111,0,0.0120866,417
ALDEBARAN,Akutan pollock,4380.8,191,0,0.0435993,1.08906,314,-0.173492,0.942169,4845.78,43,0,0.0088737,1.15545,145,0.017757,1.00592,9226.58,234,0,0.0238442,459
ARCTURUS,Akutan pollock,4769.33,226,0,0.0473861,1.09681,344,-0.328388,0.890537,5242.35,33,0,0.00629489,0.988195,134,0.318333,1.10611,10011.7,259,0,0.023972,478
AURIGA,Unisea,8150.61,250,0,0.0306725,0.985355,529,0.357027,1.11901,13134.5,368,0,0.0280177,1.1792,402,-2.23605,0.333333,21285.2,618,0,0.0281887,931
ALASKAN COMMAND,Westward,8096.21,267,0,0.0329784,1.01033,538,0.26214,1.08738,15087.3,200,0,0.0132562,1.03904,407,-0.499275,0.833575,23183.5,467,0,0.0196691,945
STORM PETREL,Northern Victor,4366.19,150,0,0.0343549,1.17556,338,0.204037,1.06801,4912.61,47,0,0.00956721,1.07058,136,-0.0630366,0.978988,9278.8,197,0,0.0200457,474
POSEIDON,Northern Victor,3214.86,130,0,0.0404372,1.18913,251,-0.0442531,0.985249,4774.66,82,0,0.017174,1.23596,153,-0.949077,0.683641,7989.52,212,0,0.0245321,404
BRISTOL EXPLORER,Akutan pollock,4371.5,105,0,0.0240192,1.15962,334,0.626134,1.20871,6043.8,120,0,0.0198551,1.15707,181,-1.26345,0.578851,10415.3,225,0,0.0204507,515
NORDIC STAR,Unisea,2180.73,44,0,0.0201767,0.757889,108,0.7797,1.2599,4081.25,43,0,0.010536,1.1944,126,-0.175713,0.941429,6261.98,87,0,0.0124561,234
GUN-MAR,Unisea,6723.5,178,0,0.0264743,0.893352,395,0.528281,1.17609,9454.56,14,0,0.00148077,1.19255,293,0.88422,1.29474,16178.1,192,0,0.0109407,688
SEADAWN,Unisea,3598.94,78,0,0.0216731,1.00452,238,0.720858,1.24029,5491.19,14,0,0.00254954,1.19577,170,0.755106,1.2517,9090.13,92,0,0.00847073,408
VIKING,Westward,5365.72,161,0,0.0300053,1.111,392,0.382413,1.12747,7666.09,130,0,0.0169578,0.890643,177,-0.927355,0.690882,13031.8,291,0,0.0207953,569
WESTWARD I,Westward,4938.57,140,0,0.0283483,1.05088,341,0.44984,1.14995,6477.5,143,0,0.0220764,0.904465,152,-1.52347,0.492176,11416.1,283,0,0.0228625,493
ROYAL AMERICAN,Akutan pollock,2599.92,52,0,0.0200007,1.09066,186,0.787509,1.2625,3848.31,5,0,0.00129927,1.26558,126,0.898955,1.29965,6448.23,57,0,0.00697866,312
ARGOSY,Unisea,4562.96,162,0,0.0355033,0.955601,287,0.157202,1.0524,6950.27,20,0,0.00287759,1.0885,196,0.718213,1.2394,11513.2,182,0,0.0145051,483
STARFISH,Unisea,3984.84,119,0,0.0298632,1.00247,263,0.387183,1.12906,6352.59,135,0,0.0212512,1.19537,197,-1.42691,0.524364,10337.4,254,0,0.0231199,460
AMERICAN EAGLE,Northern Victor,2964.75,130,0,0.0438485,0.999311,195,-0.18316,0.938947,4584.25,23,0,0.00501718,1.22541,146,0.466854,1.15562,7549,153,0,0.0188104,341
STARWARD,Unisea,4227.04,141,0,0.0333567,1.05755,294,0.244736,1.08158,5632.21,17,0,0.00301835,1.18993,174,0.700575,1.23353,9859.25,158,0,0.0140984,468
CHELSEA K,Westward,13105.4,315,0,0.024036,1.07431,927,0.636023,1.21201,18738.2,387,0,0.0206529,1.03926,506,-1.37864,0.540453,31843.6,702,0,0.0215428,1433
PACIFIC EXPLORER,Akutan pollock,3369.19,53,0,0.0157308,1.16797,259,0.962732,1.32091,5723.83,5,0,0.000873541,1.2378,184,0.950797,1.31693,9093.02,58,0,0.0056087,443
STARLITE,Unisea,3355.66,87,0,0.0259264,1.1276,249,0.547161,1.18239,5652.56,62,0,0.0109685,1.17955,173,-0.226504,0.924499,9008.22,149,0,0.0150973,422
DEFENDER,Unisea,10081.1,366,0,0.0363054,1.05824,702,0.125762,1.04192,14947.2,281,0,0.0187996,1.18515,460,-1.15336,0.615547,25028.3,647,0,0.0252115,1162
ALSEA,Unisea,4527.27,168,0,0.0371085,0.882657,263,0.091617,1.03054,7096.68,12,0,0.00169093,1.18939,219,0.856988,1.28566,11624,180,0,0.0142809,482
PACIFIC PRINCE,Westward,7661.12,290,0,0.0378535,1.12473,567,0.0615547,1.02052,10619.9,15,0,0.00141244,1.1954,330,0.893559,1.29785,18281,305,0,0.0160276,897
CAITLIN ANN,Westward,4062.27,161,0,0.039633,1.06138,284,-0.0115027,0.996166,6091.48,5,0,0.000820819,1.22167,193,0.957401,1.31913,10153.7,166,0,0.0157577,477
VIKING EXPLORER,Akutan pollock,3309.97,103,0,0.0311181,1.13337,247,0.33553,1.11184,4364.31,1,0,0.000229131,1.07735,122,1.02414,1.34138,7674.28,104,0,0.0129002,369
NORTHWEST EXPLORER,Akutan pollock,6480.76,210,0,0.0324036,1.0225,436,0.284894,1.09496,5188.6,42,0,0.00809466,1.15175,155,0.108558,1.03619,11669.4,252,0,0.020481,591
PEGASUS,Akutan pollock,2501.03,55,0,0.0219909,1.0009,164,0.706374,1.23546,1900.99,0,0,0,1.06037,52,1.04745,1.34915,4402.02,55,0,0.0111312,216
GOLDEN DAWN,Akutan pollock,4458.17,126,0,0.0282627,0.732897,215,0.452914,1.15097,7141.48,30,0,0.00420081,1.17632,218,0.563786,1.18793,11599.7,156,0,0.012328,433
SOVEREIGNTY,Akutan pollock,6387.12,454,606.84,0.0710806,0.986746,454,-1.3024,0.565868,7561.33,33,0,0.00436431,1.07669,211,0.544978,1.18166,13948.5,487,606.84,0.0390236,665
PACIFIC VIKING,Akutan pollock,1847.95,45,0,0.0243513,1.03331,125,0.609548,1.20318,5881.24,115,0,0.0195537,0.906701,138,-1.22803,0.590658,7729.2,160,0,0.0201832,263
EXCALIBUR II,Northern Victor,1308.4,52,0,0.0397431,1.12279,96,-0.0159097,0.994697,1698.15,2,0,0.00117775,1.22732,54,0.910534,1.30351,3006.55,54,0,0.0159651,150
PROGRESS,Unalaska,2701.58,101,0,0.0373855,1.09803,195,0.0800143,1.02667,4210.89,53,0,0.0125864,0.715737,78,-0.414403,0.861866,6912.47,154,0,0.0202532,273
GREAT PACIFIC,Unalaska,3023.49,167,0,0.0552341,1.18612,236,-0.646927,0.784358,5130.63,158,0,0.0307954,0.70533,94,-2.5369,0.333333,8154.12,325,0,0.0376497,330
AURORA,Unisea,8996.06,295,0,0.0327922,0.782888,464,0.270268,1.09009,13931.1,116,0,0.00832669,1.15828,419,0.0824354,1.02748,22927.2,411,0,0.0171849,883
COLUMBIA,Akutan pollock,3814.87,218,0,0.0571449,0.998146,250,-0.725878,0.758041,4933.9,149,0,0.0301992,1.07852,138,-2.46679,0.333333,8748.77,367,0,0.0398913,388
NORTHERN PATRIOT,Akutan pollock,7641.31,405,0,0.0530014,1.02576,516,-0.561,0.813,9587.96,77,0,0.00803091,1.06149,264,0.116648,1.03888,17229.3,482,0,0.0269309,780
DOMINATOR,Akutan pollock,5572.57,163,0,0.0292504,1.03405,379,0.413465,1.13782,5518.58,81,0,0.0146777,1.23821,177,-0.658938,0.780354,11091.1,244,0,0.0203766,556
