,,A Season,,,,,,,,B Season,,,,,,,,2002
Vessel Name,Coop,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credit Factor,Credits,z-score,q-value,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credit Factor,Credits,z-score,q-value,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credits
COMMODORE,Northern Victor,4336.51,62,0,0.0142972,1.03732,298,1.16996,1.38999,4320.31,84,0,0.0194431,1.15198,131,0.433896,1.14463,8656.82,146,0,0.014555,429
ARCTURUS,Akutan pollock,4081.69,93,0,0.0227847,1.02975,279,0.782006,1.26067,5082.35,95,0,0.0186921,0.801051,107,0.490601,1.16353,9164.05,188,0,0.0185508,386
PEGASUS,Akutan pollock,3170.7,109,0,0.0343773,0.91853,193,0.252471,1.08416,1884.12,17,0,0.00902276,0.777778,38,1.21003,1.40334,5054.82,126,0,0.0213657,231
RAVEN,Akutan pollock,3198.23,93,0,0.0290786,0.988123,210,0.493892,1.16463,1300.09,11,0,0.00846096,1.12427,38,1.25098,1.41699,4498.32,104,0,0.0191183,248
COLUMBIA,Akutan pollock,3745.17,125,0,0.0333763,0.894969,222,0.298409,1.09947,5457.58,50,0,0.00916156,0.833776,120,1.20535,1.40178,9202.75,175,0,0.0177121,342
INTREPID EXPLORER,Arctic Ent,487.074,10,0,0.0205308,1.01317,32,0.878583,1.29286,4673.56,39,0,0.00834481,1.17168,144,1.26528,1.42176,5160.64,49,0,0.0075572,176
OCEAN EXPLORER,Akutan pollock,3651,120,0,0.0328677,1.11366,270,0.321547,1.10718,5584.8,26,0,0.0046555,1.13923,167,1.54343,1.51448,9235.79,146,0,0.014617,437
STARWARD,Unisea,4099.37,93,0,0.0226864,0.910484,248,0.786519,1.26217,5590.86,52,0,0.0093009,1.17141,172,1.19512,1.39837,9690.23,145,0,0.0133124,420
POSEIDON,Northern Victor,3163.07,43,0,0.0135944,1.16763,245,1.19927,1.39976,4942.56,25,0,0.00505811,1.20389,157,1.51197,1.50399,8105.63,68,0,0.00690878,402
SEADAWN,Unisea,3553.21,134,0,0.0377123,0.980009,231,0.10061,1.03354,5435.27,46,0,0.00846325,1.1681,167,1.25767,1.41922,8988.48,180,0,0.0185793,398
