,,A Season,,,,,,,B Season,,,,,,,2006
Vessel Name,Coop,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credit Factor,Credits,z-score,q-value,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credit Factor,Credits,z-score,q-value,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credits
GOLDEN DAWN,Akutan pollock,4745.99,450,307.824,0.0991401,0.982903,437,0.375738,1.0835,8140.26,707,2106.36,0.0699382,0.97525,305,-0.61388,0.863582,12886.3,1157,2414.19,0.0897856,742
OCEANIC,Peter Pan,1539.32,100,0,0.0649636,1.02235,147,0.632163,1.14048,1621.39,25,0,0.0154189,1.09717,68,0.67272,1.14949,3160.71,125,0,0.039548,215
LISA MELINDA,Akutan pollock,343.743,98,235.202,0.810752,0.836346,26,-4.96345,0.333333,0,0,0,nan,1.05436,0,,,343.743,98,235.202,0.285097,26
LESLIE LEE,Akutan pollock,1218.95,133,160.849,0.116246,1.04363,119,0.247391,1.05498,1135.58,5,0,0.00440304,1.09533,47,0.932683,1.20726,2354.53,138,160.849,0.0586105,166
ELIZABETH F,Peter Pan,904.746,5,0,0.00552641,0.993288,84,1.07812,1.23958,230.68,9,0,0.039015,1.09366,9,0.115875,1.02575,1135.43,14,0,0.0123302,93
TRAVELER,Akutan pollock,108.284,3,0,0.0277049,1.01253,10,0.911713,1.2026,412.059,4,0,0.00970734,1.07828,17,0.807507,1.17945,520.343,7,0,0.0134527,27
VANGUARD,Unalaska,259.669,6,0,0.0231064,1.08071,26,0.946216,1.21027,908.724,17,0,0.0187075,1.06491,37,0.595111,1.13225,1168.39,23,0,0.0196852,63
RAVEN,Akutan pollock,2608.08,71,0,0.0272231,1.01021,247,0.915328,1.20341,0,0,0,nan,1.05591,0,,,2608.08,71,0,0.0272231,247
PEGASUS,Akutan pollock,2311.92,51,0,0.0220596,1.01922,221,0.954069,1.21202,0,0,0,nan,1.05286,0,,,2311.92,51,0,0.0220596,221
OCEAN HOPE 3,Westward,885.073,173,638.491,0.433933,0.738956,61,-2.1362,0.333333,325.417,0,0,0,1.03768,13,1.03659,1.23035,1210.49,173,638.491,0.142917,74
PACIFIC RAM,Akutan pollock,217.08,13,0,0.0598858,1.01145,20,0.670261,1.14895,0,0,0,nan,1.09617,0,,,217.08,13,0,0.0598858,20
MAR-GUN,Mothership,128.082,0,0,0,1.09002,13,1.11958,1.2488,143.492,0,0,0,1.10211,6,1.03659,1.23035,271.573,0,0,0,19
NORDIC FURY,Northern Victor,308.354,7,0,0.0227012,1.05452,30,0.949256,1.21095,0,0,0,nan,1.07344,0,,,308.354,7,0,0.0227012,30
SEEKER,Akutan pollock,987.177,11,0,0.0111429,1,92,1.03598,1.23022,1453.31,199,129.535,0.136731,0.997656,55,-2.19012,0.333333,2440.48,210,129.535,0.0860486,147
WESTERN DAWN,Unalaska,277.36,26,0,0.093741,0.972872,25,0.416247,1.0925,1554.69,19,0,0.0122211,1.05398,63,0.748184,1.16626,1832.05,45,0,0.0245627,88
MISS BERDIE,Northern Victor,101.242,0,0,0,0.99275,9,1.11958,1.2488,0,0,0,nan,1.03476,0,,,101.242,0,0,0,9
BLUE FOX,Akutan pollock,307.935,0,0,0,0.90923,26,1.11958,1.2488,0,0,0,nan,1.05436,0,,,307.935,0,0,0,26
PREDATOR,Akutan pollock,637.89,5,0,0.00783834,1.03247,61,1.06077,1.23573,0,0,0,nan,1.03847,0,,,637.89,5,0,0.00783834,61
CAITLIN ANN,Westward,316.76,2,0,0.00631392,1.04481,31,1.07221,1.23827,4270.06,219,0,0.0512873,1.06065,174,-0.173738,0.961392,4586.82,221,0,0.0481815,205
GOLDEN PISCES,Akutan pollock,0,0,0,nan,1,0,,,1186.11,136,212.942,0.0791233,1.08215,49,-0.830639,0.815414,1186.11,136,212.942,0.114661,49
HALF MOON BAY,Northern Victor,0,0,0,nan,0.988925,0,,,3165.61,76,0,0.024008,1.02993,125,0.470024,1.10445,3165.61,76,0,0.024008,125
SUNSET BAY,Northern Victor,0,0,0,nan,1.08685,0,,,1864.95,58,0,0.0311,0.9437,67,0.302662,1.06726,1864.95,58,0,0.0311,67
HICKORY WIND,Westward,0,0,0,nan,0.791887,0,,,921.707,22,0,0.0238687,0.991761,35,0.473312,1.10518,921.707,22,0,0.0238687,35
MAJESTY,Akutan pollock,0,0,0,nan,1.04502,0,,,3630.2,211,0,0.0581235,1.0681,149,-0.335065,0.925541,3630.2,211,0,0.0581235,149
PACIFIC CHALLENGER,Peter Pan,0,0,0,nan,1.05043,0,,,995.02,133,497.62,0.156816,0.708094,27,-2.6641,0.333333,995.02,133,497.62,0.133666,27
MARK I,Akutan pollock,0,0,0,nan,1.05886,0,,,508.764,237,319.976,0.270144,1.01521,19,-5.33853,0.333333,508.764,237,319.976,0.465834,19

TOTAL,,253117,34603,79254.8,0.136707,,23808,,,375832,21179,32421.7,0.0563524,,14190,,,628949,55782,111676,0.0886908,37998
