Year,ActivityDate,FishTicketN,Vessel,Coop,Season,Pollock,Chinook
2003,3/18/03,G01018587,BERING ROSE,Unalaska,A,348.6959229,5
2003,3/18/03,G01018588,WESTERN DAWN,Unalaska,A,134.6280432,3.999999911
2003,3/18/03,G01018589,PROGRESS,Unalaska,A,195.4023323,3.99999994
2003,3/18/03,G02001437,AURORA,Unisea,A,604.9008789,11
2003,3/18/03,G02001438,ALSEA,Unisea,A,348.8753052,6
2003,3/18/03,G02007179,CHELSEA K,Westward,A,801.6039124,1.99999994
2003,3/18/03,G02007181,ARCTIC WIND,Westward,A,230.635942,18.99999988
2003,3/18/03,G02018278,PEGASUS,Akutan pollock,A,128.0508881,7
2003,3/18/03,G02018279,LESLIE LEE,Akutan pollock,A,112.6957245,5
2003,3/18/03,G02018281,NORTHERN PATRIOT,Akutan pollock,A,378.0917053,21.99999928
2003,3/19/03,G01018590,MORNING STAR,Unalaska,A,327.1101379,21
2003,3/19/03,G02001439,AURIGA,Unisea,A,564.8260651,20.99999952
2003,3/19/03,G02001440,STARFISH,Unisea,A,257.9384022,18.99999928
2003,3/19/03,G02001441,AMERICAN EAGLE,Northern Victor,A,176.3567047,1
2003,3/19/03,G02001442,STARLITE,Unisea,A,239.756424,7
2003,3/19/03,G02007182,STARWARD,Unisea,A,229.7473526,15
2003,3/19/03,G02007183,PACIFIC PRINCE,Westward,A,481.0532532,3
2003,3/19/03,G02012572,POSEIDON,Northern Victor,A,217.5941238,10
2003,3/19/03,G02017311,SOVEREIGNTY,Akutan pollock,A,356.7477188,20.99999952
2003,3/19/03,G02017312,ARCTIC EXPLORER,Akutan pollock,A,248.6482849,1
2003,3/19/03,G02018283,ARCTURUS,Akutan pollock,A,228.3498077,3
2003,3/19/03,G02018287,NORTHWEST EXPLORER,Akutan pollock,A,365.171896,14.99999976
2003,3/20/03,G01018591,SEA WOLF,Unalaska,A,307.460762,8
2003,3/20/03,G01018592,GREAT PACIFIC,Unalaska,A,191.2238007,1
2003,3/20/03,G02001443,DEFENDER,Unisea,A,686.0371704,22
2003,3/20/03,G02007185,FIERCE ALLEGIANCE,Unisea,A,271.3721313,10
2003,3/20/03,G02007187,CAITLIN ANN,Westward,A,296.2419586,7.999999762
2003,3/20/03,G02012573,ANITA J,Northern Victor,A,159.1200218,6
2003,3/20/03,G02012574,STORM PETREL,Northern Victor,A,229.6403046,17
2003,3/20/03,G02017313,BRISTOL EXPLORER,Akutan pollock,A,326.9971924,4
2003,3/20/03,G02018289,ALDEBARAN,Akutan pollock,A,218.1270905,7
2003,3/20/03,G02018292,LESLIE LEE,Akutan pollock,A,119.3268585,4
2003,3/20/03,G02018293,PEGASUS,Akutan pollock,A,131.2151794,3
2003,3/20/03,G02018294,GLADIATOR,Akutan pollock,A,297.8857803,25
2003,3/21/03,G01018593,DESTINATION,Unalaska,A,443.9562531,19
2003,3/21/03,G01018594,ALASKA ROSE,Unalaska,A,350.423645,2
2003,3/21/03,G02001445,ALSEA,Unisea,A,323.9041138,21
2003,3/21/03,G02001446,AURORA,Unisea,A,555.0202026,34
2003,3/21/03,G02007189,VIKING,Westward,A,343.1162109,3
2003,3/21/03,G02007190,WESTWARD I,Westward,A,291.6760559,6
2003,3/21/03,G02012576,SUNSET BAY,Northern Victor,A,191.0478058,18
2003,3/21/03,G02018296,DOMINATOR,Akutan pollock,A,307.8640137,20
2003,3/21/03,G02018299,LESLIE LEE,Akutan pollock,A,119.530983,3
2003,3/21/03,G02018303,NORTHERN PATRIOT,Akutan pollock,A,400.5003052,35
2003,3/21/03,G02018304,ARCTURUS,Akutan pollock,A,203.3348389,7
2003,3/22/03,G01018595,BERING ROSE,Unalaska,A,350.1705627,1
2003,3/22/03,G01018596,PROGRESS,Unalaska,A,178.7036209,3
2003,3/22/03,G01018597,SEA WOLF,Unalaska,A,177.483902,4
2003,3/22/03,G02001447,AURIGA,Unisea,A,551.9470825,26
2003,3/22/03,G02001448,STARLITE,Unisea,A,224.7772827,12
2003,3/22/03,G02007191,CHELSEA K,Westward,A,805.7969971,4
2003,3/22/03,G02007194,ARCTIC WIND,Westward,A,238.5126534,2
2003,3/22/03,G02007196,STARWARD,Unisea,A,240.0535278,7
2003,3/22/03,G02017314,ARCTIC EXPLORER,Akutan pollock,A,265.7352905,18
2003,3/22/03,G02018302,NORTHWEST EXPLORER,Akutan pollock,A,394.8094788,13
2003,3/22/03,G02018308,PEGASUS,Akutan pollock,A,130.6454659,0
2003,3/23/03,G01018598,GREAT PACIFIC,Unalaska,A,232.3346863,11
2003,3/23/03,G02001449,AURORA,Unisea,A,596.6399536,39
2003,3/23/03,G02001450,DEFENDER,Unisea,A,557.5737305,27
2003,3/23/03,G02007198,PACIFIC PRINCE,Westward,A,475.7339172,58
2003,3/23/03,G02012578,ANITA J,Northern Victor,A,214.8094943,7.000000123
2003,3/23/03,G02018310,SOVEREIGNTY,Akutan pollock,A,343.0917053,47
2003,3/23/03,G02018312,LESLIE LEE,Akutan pollock,A,119.8031387,1
2003,3/23/03,G02018314,ALDEBARAN,Akutan pollock,A,218.813385,8
2003,3/24/03,G02001451,AURORA,Unisea,A,576.196106,23
2003,3/24/03,G02007202,CAITLIN ANN,Westward,A,282.9370422,16
2003,3/24/03,G02012579,STORM PETREL,Northern Victor,A,229.9178925,6
2003,3/24/03,G02012580,SUNSET BAY,Northern Victor,A,187.2421265,3
2003,3/24/03,G02017316,BRISTOL EXPLORER,Akutan pollock,A,255.8287201,6
2003,3/24/03,G02017317,ARCTIC EXPLORER,Akutan pollock,A,268.6541748,14
2003,3/24/03,G02018318,LESLIE LEE,Akutan pollock,A,138.7276611,6
2003,3/24/03,G02018323,GLADIATOR,Akutan pollock,A,298.6147156,3
2003,3/25/03,G02007205,VIKING,Westward,A,370.312088,3
2003,3/25/03,G02007206,WESTWARD I,Westward,A,279.7995224,1
2003,3/25/03,G02007207,OCEAN HOPE 3,Westward,A,179.567276,17
2003,3/25/03,G02018324,DOMINATOR,Akutan pollock,A,331.8983078,2.00000006
2003,3/25/03,G02018328,ARCTURUS,Akutan pollock,A,206.4265594,8.000000119
2003,3/25/03,G02018329,NORTHERN PATRIOT,Akutan pollock,A,363.2504883,51
2003,3/26/03,G02007209,CHELSEA K,Westward,A,801.8429871,18.00000048
2003,3/26/03,G02007210,ARCTIC WIND,Westward,A,240.0376434,3
2003,3/26/03,G02012581,STORM PETREL,Northern Victor,A,225.2857666,6
2003,3/26/03,G02018331,LESLIE LEE,Akutan pollock,A,113.4310074,7
2003,3/26/03,G02018334,ALDEBARAN,Akutan pollock,A,239.1785431,56
2003,3/27/03,G02007211,STARWARD,Unisea,A,243.8687286,6
2003,3/27/03,G02007212,PACIFIC PRINCE,Westward,A,369.7555237,48
2003,3/27/03,G02012582,SUNSET BAY,Northern Victor,A,182.2099304,3
2003,3/27/03,G02018336,SOVEREIGNTY,Akutan pollock,A,326.7322998,217
2003,3/27/03,G02018338,LESLIE LEE,Akutan pollock,A,134.4470673,20
2003,3/28/03,G02007215,WESTWARD I,Westward,A,306.4623947,3
2003,3/28/03,G02007216,CAITLIN ANN,Westward,A,273.5217514,57.99999809
2003,3/28/03,G02018340,LESLIE LEE,Akutan pollock,A,131.1689148,14
2003,3/28/03,G02018344,ARCTIC EXPLORER,Akutan pollock,A,296.5658264,150
2003,3/28/03,G02018349,ARCTURUS,Akutan pollock,A,211.7572327,126
2003,3/29/03,G02007219,ARCTIC WIND,Westward,A,288.7158661,0
2003,3/29/03,G02012583,STORM PETREL,Northern Victor,A,220.0208549,18.00000072
2003,3/29/03,G02018347,BRISTOL EXPLORER,Akutan pollock,A,342.4838638,65
2003,3/29/03,G02018354,NORTHERN PATRIOT,Akutan pollock,A,408.7721252,0
2003,3/30/03,G02007220,STARWARD,Unisea,A,262.5592041,1.00000003
2003,3/30/03,G02007222,OCEAN HOPE 3,Westward,A,104.0238571,0
2003,3/30/03,G02012584,ANITA J,Northern Victor,A,219.9768686,13.00000018
2003,3/30/03,G02018346,LESLIE LEE,Akutan pollock,A,122.833168,23
2003,3/30/03,G02018355,ALDEBARAN,Akutan pollock,A,221.8234558,0
2003,3/31/03,G02007223,CHELSEA K,Westward,A,797.59729,1.99999997
2003,3/31/03,G02007227,PACIFIC PRINCE,Westward,A,294.8988342,2
2003,3/31/03,G02007229,ARCTIC WIND,Westward,A,138.8052216,3
2003,3/31/03,G02007230,STARWARD,Unisea,A,145.5697174,5
2003,3/31/03,G02012585,SUNSET BAY,Northern Victor,A,185.8949394,19
2003,3/31/03,G02012586,ANITA J,Northern Victor,A,130.9906616,28
2003,3/31/03,G02018359,DOMINATOR,Akutan pollock,A,338.6514587,3
2003,3/31/03,G02018360,ARCTURUS,Akutan pollock,A,204.5799713,2
2003,4/1/03,G02018362,SOVEREIGNTY,Akutan pollock,A,372.0770264,5
2003,4/2/03,G02018371,NORTHERN PATRIOT,Akutan pollock,A,402.3441772,4
2003,6/11/03,G01023851,WALTER N,Peter Pan,B,137.8045959,0
2003,6/12/03,G01023852,ELIZABETH F,Peter Pan,B,107.4875259,0
2003,6/12/03,G03002276,ALSEA,Unisea,B,310.4760437,2
2003,6/12/03,G03002277,STARLITE,Unisea,B,231.6524506,0
2003,6/13/03,G01023853,AMERICAN BEAUTY,Peter Pan,B,174.9473877,0
2003,6/13/03,G03002278,DEFENDER,Unisea,B,669.4994812,1.000000015
2003,6/14/03,G01023855,WALTER N,Peter Pan,B,121.3979874,0
2003,6/14/03,G03002279,ARGOSY,Unisea,B,401.4630737,0
2003,6/15/03,G02018471,ROYAL AMERICAN,Akutan pollock,B,160.6028204,0.999999989
2003,6/15/03,G02018473,MAJESTY,Akutan pollock,B,157.845871,0
2003,6/15/03,G03002280,GUN-MAR,Unisea,B,540.588562,0
2003,6/16/03,G01023858,AMERICAN BEAUTY,Peter Pan,B,172.6707764,0
2003,6/16/03,G02018474,GOLDEN DAWN,Akutan pollock,B,281.4642029,0
2003,6/16/03,G02018475,PACIFIC VIKING,Akutan pollock,B,253.3402863,0
2003,6/16/03,G03002281,ALSEA,Unisea,B,344.728302,1
2003,6/16/03,G03002282,STARLITE,Unisea,B,225.961853,1
2003,6/17/03,G01023859,WALTER N,Peter Pan,B,115.9280624,1
2003,6/17/03,G01023860,ELIZABETH F,Peter Pan,B,110.9207993,2
2003,6/17/03,G02018477,SOVEREIGNTY,Akutan pollock,B,341.5762634,0
2003,6/17/03,G03002283,DEFENDER,Unisea,B,685.619812,1
2003,6/18/03,G01023861,AMERICAN BEAUTY,Peter Pan,B,186.125824,0
2003,6/18/03,G02018478,ARCTIC EXPLORER,Akutan pollock,B,357.243042,0
2003,6/18/03,G02018479,NORTHERN PATRIOT,Akutan pollock,B,348.2132874,1
2003,6/18/03,G02018480,DOMINATOR,Akutan pollock,B,220.9797668,0
2003,6/18/03,G03002284,ARGOSY,Unisea,B,393.0454407,0
2003,6/19/03,G02018482,EXODUS,Akutan pollock,B,112.7873535,0
2003,6/19/03,G02018483,ROYAL AMERICAN,Akutan pollock,B,168.9354095,1
2003,6/19/03,G02018484,MAJESTY,Akutan pollock,B,174.0996094,0
2003,6/19/03,G03002285,GUN-MAR,Unisea,B,528.0091553,0
2003,6/19/03,G03002286,ALSEA,Unisea,B,323.153183,0
2003,6/19/03,G03002287,STARLITE,Unisea,B,235.3313599,0
2003,6/20/03,G01023862,WALTER N,Peter Pan,B,132.2779694,0
2003,6/20/03,G02018485,PACIFIC VIKING,Akutan pollock,B,211.8311768,0
2003,6/20/03,G02018486,GOLDEN DAWN,Akutan pollock,B,277.6458435,0
2003,6/21/03,G01023863,AMERICAN BEAUTY,Peter Pan,B,200.9230652,2
2003,6/21/03,G02018488,SOVEREIGNTY,Akutan pollock,B,404.3150635,0
2003,6/21/03,G02018490,EXODUS,Akutan pollock,B,113.2268906,0
2003,6/21/03,G02018491,ARCTIC EXPLORER,Akutan pollock,B,262.0176086,3
2003,6/21/03,G02018492,DOMINATOR,Akutan pollock,B,311.4914246,0
2003,6/21/03,G03002288,DEFENDER,Unisea,B,677.5630493,1
2003,6/21/03,G03002289,ARGOSY,Unisea,B,364.7825012,0
2003,6/22/03,G01023865,WALTER N,Peter Pan,B,136.6755829,2
2003,6/22/03,G02018493,NORTHERN PATRIOT,Akutan pollock,B,346.1340027,1
2003,6/22/03,G02018494,MAJESTY,Akutan pollock,B,156.2659912,0
2003,6/22/03,G02018495,GOLDEN DAWN,Akutan pollock,B,319.2774048,0
2003,6/22/03,G02018496,ROYAL AMERICAN,Akutan pollock,B,157.5424042,0
2003,6/22/03,G02018497,GOLDEN PISCES,Akutan pollock,B,104.184433,0
2003,6/22/03,G02018498,EXODUS,Akutan pollock,B,120.2971039,0
2003,6/22/03,G03002290,GUN-MAR,Unisea,B,565.4837646,0
2003,6/23/03,G01023866,ELIZABETH F,Peter Pan,B,103.3103485,0
2003,6/23/03,G01023867,OCEANIC,Peter Pan,B,213.8923187,0
2003,6/23/03,G02018500,MAJESTY,Akutan pollock,B,170.8173828,0
2003,6/23/03,G03002291,ALSEA,Unisea,B,297.4192505,0
2003,6/23/03,G03002292,STARLITE,Unisea,B,229.8428345,1
2003,6/24/03,G01023868,WALTER N,Peter Pan,B,156.6583557,2
2003,6/24/03,G02018504,DOMINATOR,Akutan pollock,B,309.1449585,1
2003,6/24/03,G02018507,NORTHERN PATRIOT,Akutan pollock,B,381.6524658,0
2003,6/24/03,G02018509,ROYAL AMERICAN,Akutan pollock,B,139.7110596,0
2003,6/24/03,G03002293,DEFENDER,Unisea,B,662.8880615,0
2003,6/25/03,G02018506,GOLDEN PISCES,Akutan pollock,B,103.621521,0
2003,6/25/03,G02018508,GOLDEN DAWN,Akutan pollock,B,312.2049255,0
2003,6/25/03,G02018510,EXODUS,Akutan pollock,B,117.4217529,0
2003,6/25/03,G02018511,MAJESTY,Akutan pollock,B,168.5571136,0
2003,6/25/03,G02018512,SOVEREIGNTY,Akutan pollock,B,335.6672363,1
2003,6/25/03,G02018513,ARCTIC EXPLORER,Akutan pollock,B,274.9274292,1
2003,6/25/03,G03002294,ARGOSY,Unisea,B,393.9737244,2
2003,6/26/03,G02018514,DOMINATOR,Akutan pollock,B,280.0022583,0
2003,6/26/03,G02018515,ROYAL AMERICAN,Akutan pollock,B,163.8179321,1
2003,6/26/03,G02018516,GOLDEN DAWN,Akutan pollock,B,320.0621338,0
2003,6/26/03,G02018519,NORTHERN PATRIOT,Akutan pollock,B,422.5138702,0
2003,6/26/03,G03002295,GUN-MAR,Unisea,B,594.0263672,2
2003,6/26/03,G03002296,ALSEA,Unisea,B,349.59198,1
2003,6/27/03,G01023871,OCEANIC,Peter Pan,B,237.83815,0
2003,6/27/03,G02018520,OCEAN EXPLORER,Akutan pollock,B,287.1223755,1
2003,6/27/03,G02018521,GOLDEN PISCES,Akutan pollock,B,101.8112221,0
2003,6/27/03,G02018522,MAJESTY,Akutan pollock,B,167.7134247,0
2003,6/27/03,G02018523,SOVEREIGNTY,Akutan pollock,B,394.2052917,1
2003,6/27/03,G03002297,STARLITE,Unisea,B,251.2875366,0
2003,6/28/03,G01023872,NORDIC FURY,Northern Victor,B,165.2830505,0
2003,6/28/03,G02018524,ROYAL AMERICAN,Akutan pollock,B,155.0875397,0
2003,6/28/03,G02018525,ARCTIC EXPLORER,Akutan pollock,B,300.4567871,1
2003,6/28/03,G02018526,GOLDEN DAWN,Akutan pollock,B,335.2621765,0
2003,6/28/03,G02018527,DOMINATOR,Akutan pollock,B,334.2297974,2
2003,6/28/03,G03002298,DEFENDER,Unisea,B,744.7931519,0
2003,6/28/03,G03002299,ARGOSY,Unisea,B,186.5258942,0
2003,6/29/03,G01023873,OCEANIC,Peter Pan,B,227.8299866,0
2003,6/29/03,G02018529,NORTHERN PATRIOT,Akutan pollock,B,336.1457825,0
2003,6/29/03,G02018530,OCEAN EXPLORER,Akutan pollock,B,283.1520386,0
2003,6/29/03,G02018532,EXODUS,Akutan pollock,B,118.984848,0
2003,6/29/03,G02018534,MAJESTY,Akutan pollock,B,168.0282135,0
2003,6/29/03,G03002300,GUN-MAR,Unisea,B,589.0567017,1
2003,6/29/03,G03002301,ALSEA,Unisea,B,343.4250946,0
2003,6/30/03,G02018533,SOVEREIGNTY,Akutan pollock,B,391.0042725,0
2003,6/30/03,G02018535,ARCTIC EXPLORER,Akutan pollock,B,276.1335297,3
2003,6/30/03,G02018536,ROYAL AMERICAN,Akutan pollock,B,153.7716522,0
2003,6/30/03,G02018537,GOLDEN DAWN,Akutan pollock,B,290.3615112,0
2003,6/30/03,G02018538,DOMINATOR,Akutan pollock,B,297.5088501,3
2003,6/30/03,G03002302,STARLITE,Unisea,B,237.8027878,0
2003,6/30/03,G03002303,DEFENDER,Unisea,B,652.4979858,0
2003,7/1/03,G01023874,NORDIC FURY,Northern Victor,B,168.4010773,0
2003,7/1/03,G02007375,ARCTIC WIND,Westward,B,238.5339699,0
2003,7/1/03,G02018539,NORTHERN PATRIOT,Akutan pollock,B,347.3827515,0
2003,7/1/03,G02018540,EXODUS,Akutan pollock,B,105.8858719,0
2003,7/1/03,G02018542,OCEAN EXPLORER,Akutan pollock,B,282.5805054,0
2003,7/1/03,G02018544,MAJESTY,Akutan pollock,B,168.85466,0
2003,7/1/03,G03002304,ARGOSY,Unisea,B,412.1716003,1
2003,7/1/03,G03002305,GUN-MAR,Unisea,B,529.5117188,1
2003,7/2/03,G02007378,STARWARD,Unisea,B,247.6866608,1
2003,7/2/03,G02007379,PACIFIC PRINCE,Westward,B,459.764122,0
2003,7/2/03,G02012176,GOLD RUSH,Northern Victor,B,111.068222,0
2003,7/2/03,G02018543,SOVEREIGNTY,Akutan pollock,B,398.5689392,1.00000003
2003,7/2/03,G02018545,DOMINATOR,Akutan pollock,B,302.5455933,0
2003,7/2/03,G02018546,ROYAL AMERICAN,Akutan pollock,B,168.2532043,0
2003,7/2/03,G02018547,ARCTIC EXPLORER,Akutan pollock,B,283.5072021,0
2003,7/2/03,G03002306,ALSEA,Unisea,B,353.7863922,0
2003,7/2/03,G03002307,STARLITE,Unisea,B,243.3178406,3
2003,7/3/03,G01023875,OCEANIC,Peter Pan,B,253.0812836,0
2003,7/3/03,G02007380,CAITLIN ANN,Westward,B,312.7397156,0
2003,7/3/03,G02007381,FIERCE ALLEGIANCE,Unisea,B,326.3394775,0
2003,7/3/03,G02012177,GOLD RUSH,Northern Victor,B,106.4310989,0
2003,7/3/03,G02018549,EXODUS,Akutan pollock,B,117.0747528,0
2003,7/3/03,G02018550,NORTHERN PATRIOT,Akutan pollock,B,408.8451538,0
2003,7/3/03,G02018551,MAJESTY,Akutan pollock,B,169.7859039,0
2003,7/3/03,G02018552,EXODUS,Akutan pollock,B,134.4284668,0
2003,7/3/03,G03002308,DEFENDER,Unisea,B,647.3065491,0
2003,7/3/03,G03002309,ARGOSY,Unisea,B,419.5820007,0
2003,7/4/03,G02007385,CHELSEA K,Westward,B,823.4346313,0
2003,7/4/03,G02007390,ARCTIC WIND,Westward,B,241.7499847,0
2003,7/4/03,G02012178,HALF MOON BAY,Northern Victor,B,198.311264,0
2003,7/4/03,G02018553,SOVEREIGNTY,Akutan pollock,B,414.3962708,1
2003,7/4/03,G02018554,OCEAN EXPLORER,Akutan pollock,B,132.8993988,1
2003,7/4/03,G02018555,GOLDEN PISCES,Akutan pollock,B,101.1353531,0
2003,7/4/03,G02018557,ROYAL AMERICAN,Akutan pollock,B,151.6955414,3
2003,7/4/03,G03002310,GUN-MAR,Unisea,B,548.6165161,1
2003,7/5/03,G01023651,NORDIC FURY,Northern Victor,B,194.9900208,0
2003,7/5/03,G02007391,STARWARD,Unisea,B,256.8878784,0
2003,7/5/03,G02007392,PACIFIC PRINCE,Westward,B,482.1151123,0
2003,7/5/03,G02007393,CAITLIN ANN,Westward,B,308.3874512,0
2003,7/5/03,G02012179,ROYAL ATLANTIC,Northern Victor,B,235.4871674,0
2003,7/5/03,G02012180,GOLD RUSH,Northern Victor,B,110.5220881,0
2003,7/5/03,G02018558,MAJESTY,Akutan pollock,B,162.3668671,1
2003,7/5/03,G02018559,NORTHERN PATRIOT,Akutan pollock,B,390.2807617,1
2003,7/5/03,G02018560,COLUMBIA,Akutan pollock,B,227.3260498,0
2003,7/5/03,G03002311,ALSEA,Unisea,B,360.4120789,2
2003,7/6/03,G02007396,FIERCE ALLEGIANCE,Unisea,B,359.3173523,1.00000003
2003,7/6/03,G02012181,HALF MOON BAY,Northern Victor,B,193.6995316,0
2003,7/6/03,G02018561,SOVEREIGNTY,Akutan pollock,B,357.7061462,0
2003,7/6/03,G02018562,GOLDEN PISCES,Akutan pollock,B,102.5174637,0
2003,7/6/03,G02018563,ROYAL AMERICAN,Akutan pollock,B,164.880249,0
2003,7/6/03,G02018564,MAJESTY,Akutan pollock,B,181.5122986,0
2003,7/6/03,G02018565,NORTHERN PATRIOT,Akutan pollock,B,388.5811768,0
2003,7/6/03,G02018566,COLUMBIA,Akutan pollock,B,230.0204163,0
2003,7/6/03,G03002312,DEFENDER,Unisea,B,646.4129791,2
2003,7/7/03,G01023652,OCEANIC,Peter Pan,B,241.8543091,0
2003,7/7/03,G02007398,CHELSEA K,Westward,B,838.3235016,0
2003,7/7/03,G02007399,ARCTIC WIND,Westward,B,241.6207027,0
2003,7/7/03,G02007401,STARWARD,Unisea,B,229.8829651,0
2003,7/7/03,G02012182,ROYAL ATLANTIC,Northern Victor,B,229.5341492,0
2003,7/7/03,G02012183,GOLD RUSH,Northern Victor,B,109.5709,0
2003,7/7/03,G02018567,SOVEREIGNTY,Akutan pollock,B,366.2433167,2
2003,7/7/03,G02018569,ROYAL AMERICAN,Akutan pollock,B,159.6384888,0
2003,7/7/03,G02018570,MAJESTY,Akutan pollock,B,165.1587524,0
2003,7/7/03,G02018571,PACIFIC VIKING,Akutan pollock,B,236.3440094,0
2003,7/7/03,G03002313,AURORA,Unisea,B,507.1017609,2
2003,7/7/03,G03002314,STARFISH,Unisea,B,272.3092651,0
2003,7/7/03,G03002315,SEADAWN,Unisea,B,286.5648956,0
2003,7/8/03,G01023653,NORDIC FURY,Northern Victor,B,189.7627716,1
2003,7/8/03,G02007402,PACIFIC PRINCE,Westward,B,492.1668396,0
2003,7/8/03,G02007403,CAITLIN ANN,Westward,B,304.4044418,0
2003,7/8/03,G02012184,HALF MOON BAY,Northern Victor,B,192.2257996,0
2003,7/8/03,G02012185,ROYAL ATLANTIC,Northern Victor,B,231.7073326,0
2003,7/8/03,G02018572,OCEAN EXPLORER,Akutan pollock,B,306.0972519,0.999999989
2003,7/8/03,G02018573,NORTHERN PATRIOT,Akutan pollock,B,361.7839966,0
2003,7/8/03,G02018575,COLUMBIA,Akutan pollock,B,235.7348328,0
2003,7/8/03,G02018577,SOVEREIGNTY,Akutan pollock,B,392.4222107,0
2003,7/8/03,G03002316,AURIGA,Unisea,B,512.4730225,0
2003,7/9/03,G01023654,OCEANIC,Peter Pan,B,227.8172913,0
2003,7/9/03,G02007405,FIERCE ALLEGIANCE,Unisea,B,365.915802,0
2003,7/9/03,G02007406,CHELSEA K,Westward,B,823.5235291,0
2003,7/9/03,G02012186,GOLD RUSH,Northern Victor,B,108.4595871,0
2003,7/9/03,G02012187,HALF MOON BAY,Northern Victor,B,184.6960907,0
2003,7/9/03,G02018578,ROYAL AMERICAN,Akutan pollock,B,157.5963898,0
2003,7/9/03,G02018579,PACIFIC VIKING,Akutan pollock,B,235.5842285,0
2003,7/9/03,G02018580,MAJESTY,Akutan pollock,B,176.0341949,0
2003,7/9/03,G03002317,AURORA,Unisea,B,505.888382,0
2003,7/9/03,G03002318,AMERICAN EAGLE,Northern Victor,B,216.2269745,0
2003,7/9/03,G03002319,STARFISH,Unisea,B,271.1310425,0
2003,7/10/03,G02007407,ARCTIC WIND,Westward,B,229.9002075,0
2003,7/10/03,G02007408,STARWARD,Unisea,B,229.0374603,0
2003,7/10/03,G02007409,PACIFIC PRINCE,Westward,B,538.9195557,0
2003,7/10/03,G02012188,ROYAL ATLANTIC,Northern Victor,B,235.3991699,0
2003,7/10/03,G02012189,GOLD RUSH,Northern Victor,B,104.8217373,0
2003,7/10/03,G02018581,GOLDEN DAWN,Akutan pollock,B,312.9161682,0
2003,7/10/03,G02018582,ARCTIC EXPLORER,Akutan pollock,B,295.1528625,0
2003,7/10/03,G02018583,VIKING EXPLORER,Akutan pollock,B,243.0889816,0
2003,7/10/03,G02018584,NORTHERN PATRIOT,Akutan pollock,B,402.4389954,0
2003,7/10/03,G03002320,NORDIC STAR,Unisea,B,188.2543335,0
2003,7/10/03,G03002321,SEADAWN,Unisea,B,293.9304199,0
2003,7/11/03,G01023655,NORDIC FURY,Northern Victor,B,200.1143036,0
2003,7/11/03,G02007411,CAITLIN ANN,Westward,B,309.6312256,0
2003,7/11/03,G02012190,STORM PETREL,Northern Victor,B,220.651825,0
2003,7/11/03,G02018585,OCEAN EXPLORER,Akutan pollock,B,287.4144974,0
2003,7/11/03,G02018586,COLUMBIA,Akutan pollock,B,238.3761292,0
2003,7/11/03,G02018587,SOVEREIGNTY,Akutan pollock,B,382.9365845,0
2003,7/11/03,G03002322,AURIGA,Unisea,B,535.6184692,0
2003,7/12/03,G01023656,OCEANIC,Peter Pan,B,226.366684,0
2003,7/12/03,G02007416,FIERCE ALLEGIANCE,Unisea,B,361.631134,0
2003,7/12/03,G02012191,ANITA J,Northern Victor,B,225.4163971,0
2003,7/12/03,G02012192,HALF MOON BAY,Northern Victor,B,187.8835144,0
2003,7/12/03,G02018589,ROYAL AMERICAN,Akutan pollock,B,176.7681237,0
2003,7/12/03,G02018590,DOMINATOR,Akutan pollock,B,312.5582886,0
2003,7/12/03,G02018593,MAJESTY,Akutan pollock,B,167.2208023,0
2003,7/12/03,G02018594,PACIFIC VIKING,Akutan pollock,B,226.8175659,0
2003,7/12/03,G03002323,AURORA,Unisea,B,539.7756958,0
2003,7/12/03,G03002324,AMERICAN EAGLE,Northern Victor,B,204.4241638,0
2003,7/12/03,G03002325,STARFISH,Unisea,B,267.441925,0
2003,7/13/03,G02007417,CHELSEA K,Westward,B,819.0302124,0
2003,7/13/03,G02007420,ARCTIC WIND,Westward,B,233.9027557,0
2003,7/13/03,G02007421,STARWARD,Unisea,B,231.127182,0
2003,7/13/03,G02012193,ROYAL ATLANTIC,Northern Victor,B,236.4868927,0
2003,7/13/03,G02012194,GOLD RUSH,Northern Victor,B,105.0734863,0
2003,7/13/03,G02018595,GOLDEN DAWN,Akutan pollock,B,278.3012695,0
2003,7/13/03,G02018596,ARCTIC EXPLORER,Akutan pollock,B,295.7008209,0
2003,7/13/03,G03002326,NORDIC STAR,Unisea,B,186.9935532,0
2003,7/13/03,G03002327,SEADAWN,Unisea,B,297.5927734,1
2003,7/14/03,G01018599,WESTERN DAWN,Unalaska,B,133.7054291,0
2003,7/14/03,G02007422,PACIFIC PRINCE,Westward,B,487.6462936,0
2003,7/14/03,G02007423,CAITLIN ANN,Westward,B,304.0361023,0
2003,7/14/03,G02007424,FIERCE ALLEGIANCE,Unisea,B,276.0223999,0
2003,7/14/03,G02012195,COMMODORE,Northern Victor,B,171.8670044,5
2003,7/14/03,G02018597,NORTHERN PATRIOT,Akutan pollock,B,364.8516693,1.00000003
2003,7/14/03,G02018598,TRAVELER,Akutan pollock,B,155.4998703,0
2003,7/14/03,G02018599,VIKING EXPLORER,Akutan pollock,B,210.08255,0
2003,7/14/03,G02018601,OCEAN EXPLORER,Akutan pollock,B,280.2449341,0
2003,7/14/03,G02018602,COLUMBIA,Akutan pollock,B,221.4633026,0
2003,7/14/03,G03002328,AURIGA,Unisea,B,582.677124,0
2003,7/15/03,G01018600,DESTINATION,Unalaska,B,439.4125977,1
