,,A Season,,,,,,,,B Season,,,,,,,,2006
Vessel Name,Coop,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credit Factor,Credits,z-score,q-value,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credit Factor,Credits,z-score,q-value,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credits
SEADAWN,Unisea,2099.44,234,1511.21,0.111458,0.991243,234,-0.565364,0.811545,5450.29,162,289.341,0.0297232,1.07669,162,-0.182342,0.939219,7549.72,396,1800.55,0.0733668,396
NORDIC STAR,Unisea,1793.44,172,869.48,0.0959048,0.990382,172,-0.373156,0.875615,3836.59,106,89.9437,0.0276287,1.03375,106,-0.0697512,0.97675,5630.04,278,959.424,0.0564538,278
COMMODORE,Northern Victor,4110.09,269,0,0.0654487,0.908605,244,0.00117008,1.00039,4846.62,103,0,0.0212519,0.794422,101,0.272036,1.09068,8956.71,372,0,0.0415331,345
ARCTIC WIND,Westward,2649.47,337,1841.21,0.127195,1.03542,304,-0.760435,0.746522,6790.23,187,346.183,0.0275396,0.998986,187,-0.0652541,0.978249,9439.7,524,2187.39,0.0799856,491
ARCTURUS,Akutan pollock,2773.76,302,1367.32,0.108877,0.976441,265,-0.534133,0.821956,2444.8,263,3360.81,0.107575,0.764115,116,-4.36143,0.333333,5218.56,565,4728.12,0.18378,381
ALDEBARAN,Akutan pollock,2143.14,258,1670.45,0.120384,1.03386,258,-0.675533,0.774822,5050.76,268,2169.16,0.0530613,0.759048,144,-1.43779,0.520736,7193.91,526,3839.61,0.131962,402
AURORA,Unisea,4505.48,560,4529.6,0.124293,0.945841,560,-0.731004,0.756332,13216.6,279,0,0.0211098,0.982591,341,0.282714,1.09424,17722.1,839,4529.6,0.0516814,901
ALSEA,Unisea,2290.66,311,2312.42,0.135769,1.03145,311,-0.866376,0.711208,7215.21,55,0,0.00762278,0.972241,184,1.00584,1.33528,9505.87,366,2312.42,0.089353,495
ROYAL ATLANTIC,Northern Victor,3179.46,235,0,0.073912,1.0342,215,-0.102957,0.965681,5178.73,45,0,0.00868939,1.02511,139,0.945952,1.31532,8358.18,280,0,0.0335001,354
PACIFIC PRINCE,Westward,5732.08,609,3090.15,0.106244,1.05334,609,-0.50622,0.83126,11849.3,141,0,0.0118994,1.08454,338,0.780526,1.26018,17581.4,750,3090.15,0.0456182,947
VIKING,Westward,1899.58,390,4169.76,0.205309,0.981101,390,-1.72919,0.423603,8179.59,134,0,0.0163822,0.981788,211,0.535439,1.17848,10079.2,524,4169.76,0.0809885,601
DESTINATION,Unalaska,2910.71,396,3105.9,0.136049,1.00565,396,-0.872218,0.709261,8692.22,174,0,0.0200179,0.774333,177,0.339898,1.1133,11602.9,570,3105.9,0.0779124,573
GREAT PACIFIC,Unalaska,2458.24,237,915.976,0.0964104,1.05326,232,-0.379898,0.873367,2903.92,168,1881.72,0.0578528,0.725995,91,-1.69008,0.43664,5362.16,405,2797.7,0.124512,323
GLADIATOR,Akutan pollock,2651.33,344,2604.25,0.129746,0.9924,341,-0.793077,0.735641,3255.34,216,1808.62,0.0663524,0.930242,124,-2.14651,0.333333,5906.67,560,4412.87,0.145258,465
ROYAL AMERICAN,Akutan pollock,1583.67,183,1120.29,0.115554,1.03402,183,-0.614711,0.795096,4456.31,150,645.956,0.0336602,1.07267,144,-0.393328,0.868891,6039.98,333,1766.24,0.0805768,327
AURIGA,Unisea,2572.03,502,5805.65,0.195177,0.915348,502,-1.61097,0.463011,12848.8,325,753.535,0.0252941,0.909484,325,0.0559588,1.01865,15420.9,827,6559.18,0.0847132,827
STARLITE,Unisea,1088.15,226,2098.02,0.207692,1.08539,226,-1.74887,0.417045,5807.39,50,0,0.00860972,1.07719,164,0.951009,1.317,6895.54,276,2098.02,0.0610437,390
DEFENDER,Unisea,4708.97,653,5043.71,0.138671,1.02175,653,-0.911153,0.696282,14840.6,192,0,0.0129375,1.00982,394,0.72715,1.24238,19549.5,845,5043.71,0.0686774,1047
VIKING EXPLORER,Akutan pollock,2380.51,211,906.884,0.0886366,0.970685,209,-0.284173,0.905276,3990.83,277,1787.22,0.0694092,0.740606,112,-2.3126,0.333333,6371.33,488,2694.1,0.175281,321
ALASKA ROSE,Unalaska,1724.6,324,3157.64,0.18787,1.01418,324,-1.50997,0.496677,5602.07,198,1083.32,0.0353441,0.933096,164,-0.484639,0.838454,7326.67,522,4240.96,0.11342,488
SEA WOLF,Unalaska,1868.75,335,2887.93,0.179264,1.075,335,-1.40339,0.532202,5093.46,126,2068.08,0.0247376,0.669149,126,0.0854204,1.02847,6962.22,461,4956.01,0.0995954,461
BERING ROSE,Unalaska,1963.34,328,2979.16,0.167062,1.01304,328,-1.25327,0.582244,4758.24,177,2935.57,0.0371986,0.83048,168,-0.585075,0.804975,6721.58,505,5914.73,0.127648,496
PACIFIC EXPLORER,Akutan pollock,3209.06,324,1049.06,0.100964,1.13389,316,-0.436693,0.854436,4112.19,173,1294.75,0.04207,1.07571,153,-0.844688,0.718437,7321.25,497,2343.81,0.0907392,469
NORTHERN PATRIOT,Akutan pollock,5599.75,440,855.873,0.078575,1.01704,430,-0.161346,0.946218,10156.3,449,1786.86,0.0442092,0.928538,291,-0.967647,0.677451,15756,889,2642.73,0.07669,721
PACIFIC VIKING,Akutan pollock,1917.34,176,794.953,0.0917938,0.850681,151,-0.32266,0.892447,2436.14,199,2043.21,0.0816864,0.762189,89,-2.96656,0.333333,4353.49,375,2838.16,0.148088,240
AMERICAN EAGLE,Northern Victor,3050.12,277,0,0.090816,1.06792,213,-0.310847,0.896384,4467.61,55,0,0.0123108,1.07051,125,0.751012,1.25034,7517.73,332,0,0.0441623,338
STARFISH,Unisea,2439.89,288,2144.5,0.118038,0.960943,288,-0.647607,0.784131,7519.86,104,0,0.0138301,0.935111,185,0.672286,1.2241,9959.74,392,2144.5,0.0403991,473
GUN-MAR,Unisea,4495.89,474,2192.86,0.10543,1.04913,459,-0.494065,0.835312,9942.29,50,0,0.00502902,1.10566,289,1.1494,1.38313,14438.2,524,2192.86,0.0472009,748
CHELSEA K,Westward,5321.24,874,8428.54,0.164247,0.960143,865,-1.23914,0.586954,19371.4,252,0,0.0130089,0.972496,495,0.727457,1.24249,24692.6,1126,8428.54,0.090033,1360
MORNING STAR,Unalaska,1421.02,268,3176.81,0.188597,0.889896,268,-1.5181,0.493966,7240.86,179,812.02,0.0247208,0.848645,179,0.0864224,1.02881,8661.88,447,3988.83,0.112721,447
PROGRESS,Unalaska,2460.7,172,141.55,0.0698987,1.01301,172,-0.0535205,0.98216,3535.34,154,438.361,0.0435601,0.809845,84,-0.922893,0.692369,5996.05,326,579.91,0.0982366,256
NORTHWEST EXPLORER,Akutan pollock,3013.56,332,1480.64,0.110169,0.963576,283,-0.550427,0.816524,1257.45,120,1718.97,0.0954315,0.711601,55,-3.69578,0.333333,4271.01,452,3199.61,0.113645,338
SOVEREIGNTY,Akutan pollock,2336.09,401,3839.6,0.171654,0.991872,401,-1.31308,0.562305,8111.31,319,1414.14,0.0393278,0.837838,210,-0.701321,0.766226,10447.4,720,5253.74,0.0998017,611
ARCTIC EXPLORER,Akutan pollock,1668.85,250,2121.4,0.149804,1.00964,250,-1.03788,0.65404,3941.32,235,1896.79,0.0596247,0.936966,144,-1.78753,0.404155,5610.17,485,4018.19,0.154336,394
ARGOSY,Unisea,3696.37,306,922.12,0.082784,0.978732,296,-0.212702,0.929099,6511.69,139,0,0.0213462,0.988633,169,0.267562,1.08919,10208.1,445,922.12,0.0538177,465
FIERCE ALLEGIANCE,Unisea,1722.33,361,4077.69,0.209599,0.949745,361,-1.78135,0.406217,7809.09,75,0,0.00960419,1.06412,218,0.899977,1.29999,9531.43,436,4077.69,0.0840613,579
