,,A Season,,,,,,,,B Season,,,,,,,,2002
Vessel Name,Coop,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credit Factor,Credits,z-score,q-value,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credit Factor,Credits,z-score,q-value,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credits
COMMODORE,Northern Victor,4336.51,83,0,0.0191398,1.03197,297,0.604501,1.2015,4320.31,103,0,0.0238409,1.14394,130,0.145538,1.04851,8656.82,186,0,0.021486,427
ARCTURUS,Akutan pollock,4081.69,120,0,0.0293996,1.02645,278,0.224673,1.07489,5082.35,132,0,0.0259722,0.801051,107,0.0245457,1.00818,9164.05,252,0,0.0274988,385
PEGASUS,Akutan pollock,3170.7,152,0,0.047939,0.90242,190,-0.460299,0.846567,1884.12,21,0,0.0111458,0.777778,38,0.863574,1.28786,5054.82,173,0,0.0342247,228
RAVEN,Akutan pollock,3198.23,118,0,0.0368954,0.978659,208,-0.0525186,0.982494,1300.09,12,0,0.00923014,1.12288,38,0.971239,1.32375,4498.32,130,0,0.0288997,246
COLUMBIA,Akutan pollock,3745.17,169,0,0.0451248,0.886118,220,-0.356791,0.88107,5457.58,72,0,0.0131927,0.79192,114,0.751266,1.25042,9202.75,241,0,0.0261878,334
INTREPID EXPLORER,Arctic Ent,487.074,12,0,0.0246369,1.00814,32,0.398002,1.13267,4673.56,47,0,0.0100566,1.16603,143,0.92864,1.30955,5160.64,59,0,0.0114327,175
OCEAN EXPLORER,Akutan pollock,3651,151,0,0.0413586,1.10714,268,-0.217524,0.927492,5584.8,33,0,0.0059089,1.1298,166,1.16565,1.38855,9235.79,184,0,0.0199225,434
STARWARD,Unisea,4099.37,129,0,0.0314682,0.893251,243,0.148156,1.04939,5590.86,64,0,0.0114473,1.16191,171,0.850666,1.28356,9690.23,193,0,0.019917,414
POSEIDON,Northern Victor,3163.07,54,0,0.017072,1.16378,244,0.679455,1.22649,4942.56,32,0,0.00647438,1.19612,156,1.13253,1.37751,8105.63,86,0,0.0106099,400
SEADAWN,Unisea,3553.21,177,0,0.0498141,0.971048,229,-0.529938,0.823354,5435.27,56,0,0.0103031,1.16101,166,0.915554,1.30518,8988.48,233,0,0.0259221,395
PACIFIC VIKING,Akutan pollock,2771.99,111,0,0.0400434,0.958277,176,-0.168621,0.943793,0,0,,,,,,,2771.99,111,0,0.0400434,176
MAJESTY,Akutan pollock,1676.69,38,0,0.0226637,0.777778,86,0.471592,1.1572,0,0,,,,,,,1676.69,38,0,0.0226637,86
SOVEREIGNTY,Akutan pollock,5527.31,299,0,0.054095,0.915198,336,-0.69081,0.76973,12265.9,177,0,0.0144302,0.807618,261,0.686962,1.22899,17793.2,476,0,0.0267517,597
